Vardas            Pavarde              Galutinis(Vid.) Galutinis(Med.)
Vardas2422        Pavarde2422                     3.64            3.00
Vardas2753        Pavarde2753                     3.64            3.00
Vardas2873        Pavarde2873                     3.64            3.40
Vardas302         Pavarde302                      3.64            3.80
Vardas3020        Pavarde3020                     3.64            2.20
Vardas3053        Pavarde3053                     3.64            4.20
Vardas3106        Pavarde3106                     3.64            3.80
Vardas3491        Pavarde3491                     3.64            3.00
Vardas3526        Pavarde3526                     3.64            3.40
Vardas3539        Pavarde3539                     3.64            3.40
Vardas3564        Pavarde3564                     3.64            3.40
Vardas3645        Pavarde3645                     3.64            3.40
Vardas3646        Pavarde3646                     3.64            3.80
Vardas4115        Pavarde4115                     3.64            3.00
Vardas4648        Pavarde4648                     3.64            3.80
Vardas4726        Pavarde4726                     3.64            4.20
Vardas488         Pavarde488                      3.64            3.40
Vardas5083        Pavarde5083                     3.64            4.20
Vardas5107        Pavarde5107                     3.64            4.20
Vardas5235        Pavarde5235                     3.64            3.00
Vardas5714        Pavarde5714                     3.64            4.20
Vardas59          Pavarde59                       3.64            3.40
Vardas6172        Pavarde6172                     3.64            3.40
Vardas6244        Pavarde6244                     3.64            4.20
Vardas6257        Pavarde6257                     3.64            2.60
Vardas6310        Pavarde6310                     3.64            4.20
Vardas6354        Pavarde6354                     3.64            3.00
Vardas6744        Pavarde6744                     3.64            4.20
Vardas6917        Pavarde6917                     3.64            3.40
Vardas7071        Pavarde7071                     3.64            3.80
Vardas7403        Pavarde7403                     3.64            3.00
Vardas7883        Pavarde7883                     3.64            3.00
Vardas790         Pavarde790                      3.64            3.00
Vardas8290        Pavarde8290                     3.64            3.40
Vardas8391        Pavarde8391                     3.64            3.00
Vardas8459        Pavarde8459                     3.64            3.40
Vardas8532        Pavarde8532                     3.64            3.80
Vardas8609        Pavarde8609                     3.64            3.80
Vardas8826        Pavarde8826                     3.64            3.40
Vardas8895        Pavarde8895                     3.64            3.00
Vardas9580        Pavarde9580                     3.64            3.80
Vardas9606        Pavarde9606                     3.64            3.00
Vardas9883        Pavarde9883                     3.64            4.20
Vardas1051        Pavarde1051                     3.64            4.20
Vardas1305        Pavarde1305                     3.64            4.60
Vardas1333        Pavarde1333                     3.64            3.40
Vardas1473        Pavarde1473                     3.64            3.40
Vardas1619        Pavarde1619                     3.64            4.20
Vardas1742        Pavarde1742                     3.64            3.80
Vardas2043        Pavarde2043                     3.64            3.80
Vardas2088        Pavarde2088                     3.64            3.80
Vardas2653        Pavarde2653                     3.64            3.80
Vardas3707        Pavarde3707                     3.64            4.20
Vardas3784        Pavarde3784                     3.64            3.80
Vardas4685        Pavarde4685                     3.64            3.80
Vardas4993        Pavarde4993                     3.64            3.80
Vardas5029        Pavarde5029                     3.64            3.40
Vardas6037        Pavarde6037                     3.64            3.80
Vardas6936        Pavarde6936                     3.64            3.80
Vardas7052        Pavarde7052                     3.64            3.40
Vardas7118        Pavarde7118                     3.64            3.40
Vardas8623        Pavarde8623                     3.64            3.80
Vardas8629        Pavarde8629                     3.64            4.60
Vardas9939        Pavarde9939                     3.64            3.80
Vardas2764        Pavarde2764                     3.68            3.20
Vardas2925        Pavarde2925                     3.68            3.20
Vardas3527        Pavarde3527                     3.68            3.60
Vardas3793        Pavarde3793                     3.68            3.60
Vardas387         Pavarde387                      3.68            3.60
Vardas4091        Pavarde4091                     3.68            4.00
Vardas5628        Pavarde5628                     3.68            3.60
Vardas6352        Pavarde6352                     3.68            3.60
Vardas6460        Pavarde6460                     3.68            3.60
Vardas6639        Pavarde6639                     3.68            4.00
Vardas7552        Pavarde7552                     3.68            4.00
Vardas8032        Pavarde8032                     3.68            3.20
Vardas9168        Pavarde9168                     3.68            3.60
Vardas932         Pavarde932                      3.68            4.00
Vardas9329        Pavarde9329                     3.68            2.80
Vardas955         Pavarde955                      3.68            3.60
Vardas9980        Pavarde9980                     3.68            3.20
Vardas1010        Pavarde1010                     3.68            3.60
Vardas1041        Pavarde1041                     3.68            3.60
Vardas124         Pavarde124                      3.68            3.20
Vardas1524        Pavarde1524                     3.68            3.60
Vardas1560        Pavarde1560                     3.68            3.60
Vardas1654        Pavarde1654                     3.68            4.00
Vardas1916        Pavarde1916                     3.68            3.60
Vardas2015        Pavarde2015                     3.68            3.60
Vardas2284        Pavarde2284                     3.68            4.00
Vardas2469        Pavarde2469                     3.68            4.00
Vardas2619        Pavarde2619                     3.68            3.60
Vardas2818        Pavarde2818                     3.68            3.60
Vardas2911        Pavarde2911                     3.68            3.60
Vardas3212        Pavarde3212                     3.68            4.00
Vardas3398        Pavarde3398                     3.68            3.60
Vardas3864        Pavarde3864                     3.68            3.20
Vardas3906        Pavarde3906                     3.68            4.00
Vardas4060        Pavarde4060                     3.68            4.40
Vardas4430        Pavarde4430                     3.68            3.60
Vardas4490        Pavarde4490                     3.68            4.40
Vardas4540        Pavarde4540                     3.68            3.60
Vardas4720        Pavarde4720                     3.68            3.60
Vardas486         Pavarde486                      3.68            3.20
Vardas5364        Pavarde5364                     3.68            3.60
Vardas5491        Pavarde5491                     3.68            4.00
Vardas5807        Pavarde5807                     3.68            4.00
Vardas5960        Pavarde5960                     3.68            4.00
Vardas6106        Pavarde6106                     3.68            4.00
Vardas6499        Pavarde6499                     3.68            3.60
Vardas6674        Pavarde6674                     3.68            3.60
Vardas6872        Pavarde6872                     3.68            4.00
Vardas6971        Pavarde6971                     3.68            3.60
Vardas713         Pavarde713                      3.68            4.00
Vardas7375        Pavarde7375                     3.68            4.00
Vardas7532        Pavarde7532                     3.68            3.60
Vardas7596        Pavarde7596                     3.68            3.20
Vardas7974        Pavarde7974                     3.68            3.60
Vardas8082        Pavarde8082                     3.68            4.00
Vardas8738        Pavarde8738                     3.68            4.00
Vardas880         Pavarde880                      3.68            3.60
Vardas8886        Pavarde8886                     3.68            4.00
Vardas9224        Pavarde9224                     3.68            3.60
Vardas9568        Pavarde9568                     3.68            3.60
Vardas9592        Pavarde9592                     3.68            4.00
Vardas9751        Pavarde9751                     3.68            4.00
Vardas9916        Pavarde9916                     3.68            4.40
Vardas9934        Pavarde9934                     3.68            3.60
Vardas100         Pavarde100                      3.72            3.40
Vardas1097        Pavarde1097                     3.72            3.80
Vardas1099        Pavarde1099                     3.72            3.80
Vardas1280        Pavarde1280                     3.72            3.80
Vardas1292        Pavarde1292                     3.72            3.00
Vardas1438        Pavarde1438                     3.72            3.40
Vardas163         Pavarde163                      3.72            3.40
Vardas2258        Pavarde2258                     3.72            2.60
Vardas2363        Pavarde2363                     3.72            3.80
Vardas2476        Pavarde2476                     3.72            3.00
Vardas2521        Pavarde2521                     3.72            4.20
Vardas2626        Pavarde2626                     3.72            3.40
Vardas2904        Pavarde2904                     3.72            3.40
Vardas3034        Pavarde3034                     3.72            3.40
Vardas3279        Pavarde3279                     3.72            3.00
Vardas3280        Pavarde3280                     3.72            3.80
Vardas3409        Pavarde3409                     3.72            3.80
Vardas35          Pavarde35                       3.72            4.20
Vardas3637        Pavarde3637                     3.72            3.80
Vardas3758        Pavarde3758                     3.72            3.40
Vardas3856        Pavarde3856                     3.72            3.80
Vardas3867        Pavarde3867                     3.72            3.80
Vardas398         Pavarde398                      3.72            3.00
Vardas4080        Pavarde4080                     3.72            4.60
Vardas4305        Pavarde4305                     3.72            3.00
Vardas439         Pavarde439                      3.72            3.80
Vardas4544        Pavarde4544                     3.72            3.80
Vardas461         Pavarde461                      3.72            4.20
Vardas5064        Pavarde5064                     3.72            3.40
Vardas5173        Pavarde5173                     3.72            3.80
Vardas5208        Pavarde5208                     3.72            3.40
Vardas5224        Pavarde5224                     3.72            3.80
Vardas5230        Pavarde5230                     3.72            4.20
Vardas5249        Pavarde5249                     3.72            3.80
Vardas5271        Pavarde5271                     3.72            3.40
Vardas5382        Pavarde5382                     3.72            3.40
Vardas5505        Pavarde5505                     3.72            4.20
Vardas5614        Pavarde5614                     3.72            3.80
Vardas5814        Pavarde5814                     3.72            3.00
Vardas6387        Pavarde6387                     3.72            4.20
Vardas6438        Pavarde6438                     3.72            3.80
Vardas6792        Pavarde6792                     3.72            3.00
Vardas6802        Pavarde6802                     3.72            3.80
Vardas7000        Pavarde7000                     3.72            3.40
Vardas7407        Pavarde7407                     3.72            3.00
Vardas742         Pavarde742                      3.72            3.00
Vardas7561        Pavarde7561                     3.72            3.40
Vardas7715        Pavarde7715                     3.72            4.20
Vardas8003        Pavarde8003                     3.72            3.40
Vardas8199        Pavarde8199                     3.72            3.40
Vardas8203        Pavarde8203                     3.72            3.40
Vardas9118        Pavarde9118                     3.72            4.20
Vardas9320        Pavarde9320                     3.72            3.00
Vardas9437        Pavarde9437                     3.72            3.00
Vardas9795        Pavarde9795                     3.72            3.40
Vardas1381        Pavarde1381                     3.72            3.80
Vardas2917        Pavarde2917                     3.72            4.20
Vardas3358        Pavarde3358                     3.72            3.80
Vardas3871        Pavarde3871                     3.72            4.20
Vardas5503        Pavarde5503                     3.72            4.20
Vardas5920        Pavarde5920                     3.72            4.20
Vardas6262        Pavarde6262                     3.72            3.80
Vardas6808        Pavarde6808                     3.72            4.20
Vardas693         Pavarde693                      3.72            3.80
Vardas727         Pavarde727                      3.72            4.20
Vardas7611        Pavarde7611                     3.72            3.40
Vardas9342        Pavarde9342                     3.72            3.80
Vardas114         Pavarde114                      3.76            4.00
Vardas2220        Pavarde2220                     3.76            3.20
Vardas2454        Pavarde2454                     3.76            3.60
Vardas252         Pavarde252                      3.76            4.00
Vardas2963        Pavarde2963                     3.76            3.60
Vardas3008        Pavarde3008                     3.76            2.80
Vardas3009        Pavarde3009                     3.76            4.00
Vardas3933        Pavarde3933                     3.76            3.60
Vardas3953        Pavarde3953                     3.76            3.60
Vardas3963        Pavarde3963                     3.76            3.60
Vardas4156        Pavarde4156                     3.76            3.20
Vardas4344        Pavarde4344                     3.76            3.20
Vardas4814        Pavarde4814                     3.76            3.20
Vardas491         Pavarde491                      3.76            3.60
Vardas593         Pavarde593                      3.76            3.20
Vardas613         Pavarde613                      3.76            4.00
Vardas8160        Pavarde8160                     3.76            3.60
Vardas8950        Pavarde8950                     3.76            3.60
Vardas9903        Pavarde9903                     3.76            3.60
Vardas118         Pavarde118                      3.76            4.00
Vardas1190        Pavarde1190                     3.76            3.20
Vardas1445        Pavarde1445                     3.76            3.60
Vardas1624        Pavarde1624                     3.76            4.40
Vardas1651        Pavarde1651                     3.76            4.00
Vardas1830        Pavarde1830                     3.76            4.00
Vardas1871        Pavarde1871                     3.76            3.60
Vardas220         Pavarde220                      3.76            4.00
Vardas2238        Pavarde2238                     3.76            4.00
Vardas2503        Pavarde2503                     3.76            4.00
Vardas2589        Pavarde2589                     3.76            3.60
Vardas2633        Pavarde2633                     3.76            4.00
Vardas2931        Pavarde2931                     3.76            4.00
Vardas2940        Pavarde2940                     3.76            3.20
Vardas2960        Pavarde2960                     3.76            3.20
Vardas3072        Pavarde3072                     3.76            3.60
Vardas3083        Pavarde3083                     3.76            4.00
Vardas3241        Pavarde3241                     3.76            4.00
Vardas3397        Pavarde3397                     3.76            4.00
Vardas3584        Pavarde3584                     3.76            3.60
Vardas3702        Pavarde3702                     3.76            3.20
Vardas3792        Pavarde3792                     3.76            3.60
Vardas391         Pavarde391                      3.76            3.60
Vardas473         Pavarde473                      3.76            4.00
Vardas4852        Pavarde4852                     3.76            4.00
Vardas5133        Pavarde5133                     3.76            3.60
Vardas5471        Pavarde5471                     3.76            4.00
Vardas5535        Pavarde5535                     3.76            4.00
Vardas6240        Pavarde6240                     3.76            4.40
Vardas6341        Pavarde6341                     3.76            3.60
Vardas6440        Pavarde6440                     3.76            3.60
Vardas6729        Pavarde6729                     3.76            3.20
Vardas6730        Pavarde6730                     3.76            4.40
Vardas6828        Pavarde6828                     3.76            3.60
Vardas6928        Pavarde6928                     3.76            4.00
Vardas7231        Pavarde7231                     3.76            3.60
Vardas7247        Pavarde7247                     3.76            4.00
Vardas740         Pavarde740                      3.76            4.00
Vardas7577        Pavarde7577                     3.76            3.20
Vardas8168        Pavarde8168                     3.76            4.80
Vardas8679        Pavarde8679                     3.76            4.00
Vardas8720        Pavarde8720                     3.76            4.00
Vardas8828        Pavarde8828                     3.76            4.40
Vardas8918        Pavarde8918                     3.76            3.20
Vardas9042        Pavarde9042                     3.76            4.40
Vardas9154        Pavarde9154                     3.76            3.60
Vardas9178        Pavarde9178                     3.76            3.60
Vardas9386        Pavarde9386                     3.76            3.60
Vardas9422        Pavarde9422                     3.76            4.00
Vardas9641        Pavarde9641                     3.76            4.00
Vardas9747        Pavarde9747                     3.76            4.00
Vardas9907        Pavarde9907                     3.76            3.20
Vardas1053        Pavarde1053                     3.80            3.80
Vardas1083        Pavarde1083                     3.80            3.80
Vardas1115        Pavarde1115                     3.80            4.20
Vardas1205        Pavarde1205                     3.80            3.00
Vardas1300        Pavarde1300                     3.80            3.80
Vardas1380        Pavarde1380                     3.80            3.40
Vardas1559        Pavarde1559                     3.80            3.40
Vardas1678        Pavarde1678                     3.80            4.20
Vardas1689        Pavarde1689                     3.80            3.80
Vardas227         Pavarde227                      3.80            3.80
Vardas2411        Pavarde2411                     3.80            3.80
Vardas248         Pavarde248                      3.80            3.40
Vardas2517        Pavarde2517                     3.80            3.40
Vardas2540        Pavarde2540                     3.80            3.80
Vardas2681        Pavarde2681                     3.80            3.80
Vardas2835        Pavarde2835                     3.80            3.40
Vardas3109        Pavarde3109                     3.80            3.80
Vardas3211        Pavarde3211                     3.80            3.40
Vardas3486        Pavarde3486                     3.80            4.20
Vardas3816        Pavarde3816                     3.80            3.40
Vardas3901        Pavarde3901                     3.80            3.80
Vardas3978        Pavarde3978                     3.80            3.00
Vardas4050        Pavarde4050                     3.80            3.40
Vardas4057        Pavarde4057                     3.80            3.80
Vardas4178        Pavarde4178                     3.80            3.40
Vardas4205        Pavarde4205                     3.80            3.80
Vardas4314        Pavarde4314                     3.80            3.00
Vardas4455        Pavarde4455                     3.80            3.40
Vardas4475        Pavarde4475                     3.80            3.40
Vardas4539        Pavarde4539                     3.80            4.20
Vardas4569        Pavarde4569                     3.80            3.40
Vardas4950        Pavarde4950                     3.80            3.40
Vardas518         Pavarde518                      3.80            2.60
Vardas5247        Pavarde5247                     3.80            3.00
Vardas5361        Pavarde5361                     3.80            3.80
Vardas5626        Pavarde5626                     3.80            3.80
Vardas5640        Pavarde5640                     3.80            3.80
Vardas5706        Pavarde5706                     3.80            3.40
Vardas5868        Pavarde5868                     3.80            3.40
Vardas6097        Pavarde6097                     3.80            4.20
Vardas670         Pavarde670                      3.80            3.40
Vardas6789        Pavarde6789                     3.80            3.80
Vardas6929        Pavarde6929                     3.80            4.20
Vardas7013        Pavarde7013                     3.80            3.80
Vardas7239        Pavarde7239                     3.80            4.20
Vardas7284        Pavarde7284                     3.80            3.40
Vardas730         Pavarde730                      3.80            3.80
Vardas7382        Pavarde7382                     3.80            3.80
Vardas7604        Pavarde7604                     3.80            3.80
Vardas7646        Pavarde7646                     3.80            3.80
Vardas8039        Pavarde8039                     3.80            3.00
Vardas8137        Pavarde8137                     3.80            4.20
Vardas8480        Pavarde8480                     3.80            3.40
Vardas8482        Pavarde8482                     3.80            3.40
Vardas858         Pavarde858                      3.80            3.80
Vardas8722        Pavarde8722                     3.80            3.80
Vardas9239        Pavarde9239                     3.80            3.40
Vardas9645        Pavarde9645                     3.80            4.20
Vardas9797        Pavarde9797                     3.80            3.40
Vardas9950        Pavarde9950                     3.80            3.00
Vardas1813        Pavarde1813                     3.80            3.80
Vardas2486        Pavarde2486                     3.80            3.40
Vardas3133        Pavarde3133                     3.80            4.20
Vardas3176        Pavarde3176                     3.80            3.80
Vardas4317        Pavarde4317                     3.80            4.20
Vardas4533        Pavarde4533                     3.80            4.20
Vardas5425        Pavarde5425                     3.80            4.20
Vardas6823        Pavarde6823                     3.80            3.80
Vardas7336        Pavarde7336                     3.80            3.80
Vardas1105        Pavarde1105                     3.84            4.40
Vardas1326        Pavarde1326                     3.84            4.00
Vardas1385        Pavarde1385                     3.84            4.00
Vardas1443        Pavarde1443                     3.84            3.60
Vardas1528        Pavarde1528                     3.84            4.00
Vardas1815        Pavarde1815                     3.84            4.00
Vardas1826        Pavarde1826                     3.84            4.40
Vardas1997        Pavarde1997                     3.84            3.20
Vardas2035        Pavarde2035                     3.84            4.40
Vardas2125        Pavarde2125                     3.84            3.60
Vardas2213        Pavarde2213                     3.84            3.60
Vardas2665        Pavarde2665                     3.84            4.00
Vardas272         Pavarde272                      3.84            4.00
Vardas2720        Pavarde2720                     3.84            3.60
Vardas2885        Pavarde2885                     3.84            4.00
Vardas3040        Pavarde3040                     3.84            3.60
Vardas3117        Pavarde3117                     3.84            4.00
Vardas3226        Pavarde3226                     3.84            4.00
Vardas333         Pavarde333                      3.84            4.00
Vardas3494        Pavarde3494                     3.84            3.60
Vardas3642        Pavarde3642                     3.84            4.00
Vardas3652        Pavarde3652                     3.84            4.00
Vardas3705        Pavarde3705                     3.84            3.60
Vardas3819        Pavarde3819                     3.84            4.00
Vardas3894        Pavarde3894                     3.84            4.00
Vardas3960        Pavarde3960                     3.84            3.60
Vardas4551        Pavarde4551                     3.84            3.60
Vardas4588        Pavarde4588                     3.84            3.60
Vardas4607        Pavarde4607                     3.84            3.60
Vardas4636        Pavarde4636                     3.84            3.20
Vardas4832        Pavarde4832                     3.84            4.00
Vardas4917        Pavarde4917                     3.84            4.40
Vardas5025        Pavarde5025                     3.84            3.60
Vardas516         Pavarde516                      3.84            4.00
Vardas5181        Pavarde5181                     3.84            4.40
Vardas5417        Pavarde5417                     3.84            3.60
Vardas544         Pavarde544                      3.84            4.00
Vardas5517        Pavarde5517                     3.84            4.40
Vardas5527        Pavarde5527                     3.84            4.00
Vardas5632        Pavarde5632                     3.84            3.60
Vardas5691        Pavarde5691                     3.84            4.40
Vardas5953        Pavarde5953                     3.84            2.80
Vardas614         Pavarde614                      3.84            4.00
Vardas6177        Pavarde6177                     3.84            4.00
Vardas6372        Pavarde6372                     3.84            4.40
Vardas6376        Pavarde6376                     3.84            3.60
Vardas6617        Pavarde6617                     3.84            3.60
Vardas6916        Pavarde6916                     3.84            4.00
Vardas6921        Pavarde6921                     3.84            4.00
Vardas6991        Pavarde6991                     3.84            4.40
Vardas7250        Pavarde7250                     3.84            4.00
Vardas7277        Pavarde7277                     3.84            4.00
Vardas7442        Pavarde7442                     3.84            3.60
Vardas767         Pavarde767                      3.84            3.60
Vardas7751        Pavarde7751                     3.84            4.00
Vardas7823        Pavarde7823                     3.84            3.20
Vardas7860        Pavarde7860                     3.84            4.00
Vardas8010        Pavarde8010                     3.84            3.60
Vardas8093        Pavarde8093                     3.84            4.00
Vardas8193        Pavarde8193                     3.84            3.20
Vardas8683        Pavarde8683                     3.84            4.00
Vardas871         Pavarde871                      3.84            4.40
Vardas8796        Pavarde8796                     3.84            4.00
Vardas9464        Pavarde9464                     3.84            4.00
Vardas9495        Pavarde9495                     3.84            3.60
Vardas972         Pavarde972                      3.84            3.60
Vardas1050        Pavarde1050                     3.88            3.00
Vardas1059        Pavarde1059                     3.88            3.40
Vardas1537        Pavarde1537                     3.88            3.40
Vardas1617        Pavarde1617                     3.88            3.80
Vardas1688        Pavarde1688                     3.88            4.20
Vardas1823        Pavarde1823                     3.88            3.40
Vardas183         Pavarde183                      3.88            3.80
Vardas2039        Pavarde2039                     3.88            4.60
Vardas2054        Pavarde2054                     3.88            3.40
Vardas2205        Pavarde2205                     3.88            3.80
Vardas2464        Pavarde2464                     3.88            3.80
Vardas2620        Pavarde2620                     3.88            4.20
Vardas2775        Pavarde2775                     3.88            3.40
Vardas2979        Pavarde2979                     3.88            3.80
Vardas3238        Pavarde3238                     3.88            3.80
Vardas3307        Pavarde3307                     3.88            3.80
Vardas3412        Pavarde3412                     3.88            3.40
Vardas3805        Pavarde3805                     3.88            3.40
Vardas3842        Pavarde3842                     3.88            3.40
Vardas4101        Pavarde4101                     3.88            3.40
Vardas412         Pavarde412                      3.88            4.20
Vardas4261        Pavarde4261                     3.88            3.80
Vardas4459        Pavarde4459                     3.88            3.80
Vardas4782        Pavarde4782                     3.88            4.20
Vardas4853        Pavarde4853                     3.88            3.80
Vardas5448        Pavarde5448                     3.88            3.80
Vardas5612        Pavarde5612                     3.88            3.80
Vardas5651        Pavarde5651                     3.88            4.20
Vardas5681        Pavarde5681                     3.88            3.80
Vardas5802        Pavarde5802                     3.88            4.20
Vardas5844        Pavarde5844                     3.88            3.00
Vardas5954        Pavarde5954                     3.88            4.20
Vardas6094        Pavarde6094                     3.88            4.20
Vardas6379        Pavarde6379                     3.88            3.80
Vardas6523        Pavarde6523                     3.88            4.60
Vardas6532        Pavarde6532                     3.88            3.40
Vardas6680        Pavarde6680                     3.88            3.40
Vardas6927        Pavarde6927                     3.88            3.80
Vardas7113        Pavarde7113                     3.88            4.20
Vardas7388        Pavarde7388                     3.88            4.60
Vardas7469        Pavarde7469                     3.88            4.20
Vardas7541        Pavarde7541                     3.88            3.80
Vardas7725        Pavarde7725                     3.88            3.80
Vardas7942        Pavarde7942                     3.88            4.20
Vardas80          Pavarde80                       3.88            3.80
Vardas8178        Pavarde8178                     3.88            4.20
Vardas8230        Pavarde8230                     3.88            3.80
Vardas8305        Pavarde8305                     3.88            4.20
Vardas8460        Pavarde8460                     3.88            4.20
Vardas848         Pavarde848                      3.88            3.80
Vardas8523        Pavarde8523                     3.88            3.80
Vardas8777        Pavarde8777                     3.88            3.80
Vardas8847        Pavarde8847                     3.88            3.80
Vardas8905        Pavarde8905                     3.88            3.80
Vardas8934        Pavarde8934                     3.88            3.80
Vardas9005        Pavarde9005                     3.88            3.40
Vardas9237        Pavarde9237                     3.88            4.20
Vardas9297        Pavarde9297                     3.88            3.40
Vardas9371        Pavarde9371                     3.88            3.80
Vardas9444        Pavarde9444                     3.88            3.80
Vardas9459        Pavarde9459                     3.88            3.80
Vardas9489        Pavarde9489                     3.88            3.80
Vardas9548        Pavarde9548                     3.88            3.80
Vardas9553        Pavarde9553                     3.88            4.20
Vardas9557        Pavarde9557                     3.88            4.20
Vardas98          Pavarde98                       3.88            4.20
Vardas99          Pavarde99                       3.88            3.80
Vardas9966        Pavarde9966                     3.88            3.80
Vardas116         Pavarde116                      3.92            3.60
Vardas1275        Pavarde1275                     3.92            4.00
Vardas1494        Pavarde1494                     3.92            4.40
Vardas1646        Pavarde1646                     3.92            4.00
Vardas1795        Pavarde1795                     3.92            4.00
Vardas1906        Pavarde1906                     3.92            3.60
Vardas1907        Pavarde1907                     3.92            3.20
Vardas1958        Pavarde1958                     3.92            4.00
Vardas214         Pavarde214                      3.92            4.40
Vardas2206        Pavarde2206                     3.92            4.80
Vardas2468        Pavarde2468                     3.92            3.60
Vardas26          Pavarde26                       3.92            4.00
Vardas2659        Pavarde2659                     3.92            3.60
Vardas2712        Pavarde2712                     3.92            4.00
Vardas2714        Pavarde2714                     3.92            4.00
Vardas2839        Pavarde2839                     3.92            4.00
Vardas2844        Pavarde2844                     3.92            4.40
Vardas3206        Pavarde3206                     3.92            4.00
Vardas3338        Pavarde3338                     3.92            3.60
Vardas3362        Pavarde3362                     3.92            4.00
Vardas3528        Pavarde3528                     3.92            3.60
Vardas3548        Pavarde3548                     3.92            3.60
Vardas3807        Pavarde3807                     3.92            3.20
Vardas422         Pavarde422                      3.92            4.00
Vardas426         Pavarde426                      3.92            4.40
Vardas429         Pavarde429                      3.92            4.00
Vardas4454        Pavarde4454                     3.92            3.60
Vardas4525        Pavarde4525                     3.92            4.00
Vardas4954        Pavarde4954                     3.92            3.60
Vardas5078        Pavarde5078                     3.92            3.20
Vardas5101        Pavarde5101                     3.92            4.40
Vardas5336        Pavarde5336                     3.92            4.00
Vardas5514        Pavarde5514                     3.92            4.00
Vardas5572        Pavarde5572                     3.92            3.60
Vardas5677        Pavarde5677                     3.92            4.00
Vardas5986        Pavarde5986                     3.92            4.00
Vardas6209        Pavarde6209                     3.92            2.80
Vardas631         Pavarde631                      3.92            4.40
Vardas6446        Pavarde6446                     3.92            2.80
Vardas6447        Pavarde6447                     3.92            4.00
Vardas6720        Pavarde6720                     3.92            4.00
Vardas6949        Pavarde6949                     3.92            4.00
Vardas7199        Pavarde7199                     3.92            3.60
Vardas7203        Pavarde7203                     3.92            3.60
Vardas7674        Pavarde7674                     3.92            4.40
Vardas7780        Pavarde7780                     3.92            4.00
Vardas7794        Pavarde7794                     3.92            3.60
Vardas822         Pavarde822                      3.92            4.00
Vardas823         Pavarde823                      3.92            3.60
Vardas8233        Pavarde8233                     3.92            4.40
Vardas8406        Pavarde8406                     3.92            4.00
Vardas8822        Pavarde8822                     3.92            3.60
Vardas8993        Pavarde8993                     3.92            3.60
Vardas9092        Pavarde9092                     3.92            4.40
Vardas9142        Pavarde9142                     3.92            3.60
Vardas9313        Pavarde9313                     3.92            3.20
Vardas9362        Pavarde9362                     3.92            4.40
Vardas9683        Pavarde9683                     3.92            4.00
Vardas9750        Pavarde9750                     3.92            3.60
Vardas9760        Pavarde9760                     3.92            4.40
Vardas9787        Pavarde9787                     3.92            4.00
Vardas1073        Pavarde1073                     3.96            4.20
Vardas1153        Pavarde1153                     3.96            3.40
Vardas1357        Pavarde1357                     3.96            4.20
Vardas1587        Pavarde1587                     3.96            4.60
Vardas1641        Pavarde1641                     3.96            3.80
Vardas1691        Pavarde1691                     3.96            4.60
Vardas186         Pavarde186                      3.96            3.80
Vardas1985        Pavarde1985                     3.96            3.80
Vardas2089        Pavarde2089                     3.96            4.20
Vardas21          Pavarde21                       3.96            3.80
Vardas2184        Pavarde2184                     3.96            3.80
Vardas2219        Pavarde2219                     3.96            3.80
Vardas2374        Pavarde2374                     3.96            3.80
Vardas2410        Pavarde2410                     3.96            3.80
Vardas2433        Pavarde2433                     3.96            4.20
Vardas2505        Pavarde2505                     3.96            3.80
Vardas2559        Pavarde2559                     3.96            3.80
Vardas2738        Pavarde2738                     3.96            3.80
Vardas2798        Pavarde2798                     3.96            4.20
Vardas2937        Pavarde2937                     3.96            4.20
Vardas2973        Pavarde2973                     3.96            3.80
Vardas3078        Pavarde3078                     3.96            4.20
Vardas3521        Pavarde3521                     3.96            3.80
Vardas378         Pavarde378                      3.96            3.80
Vardas3840        Pavarde3840                     3.96            4.20
Vardas4           Pavarde4                        3.96            3.80
Vardas418         Pavarde418                      3.96            3.40
Vardas4182        Pavarde4182                     3.96            4.20
Vardas4219        Pavarde4219                     3.96            4.20
Vardas428         Pavarde428                      3.96            3.80
Vardas4518        Pavarde4518                     3.96            4.20
Vardas4602        Pavarde4602                     3.96            3.80
Vardas4610        Pavarde4610                     3.96            4.20
Vardas4624        Pavarde4624                     3.96            4.20
Vardas5202        Pavarde5202                     3.96            4.20
Vardas5272        Pavarde5272                     3.96            3.80
Vardas5285        Pavarde5285                     3.96            4.20
Vardas5470        Pavarde5470                     3.96            3.80
Vardas5828        Pavarde5828                     3.96            4.60
Vardas6226        Pavarde6226                     3.96            4.20
Vardas6397        Pavarde6397                     3.96            4.60
Vardas6628        Pavarde6628                     3.96            4.20
Vardas6700        Pavarde6700                     3.96            4.20
Vardas6766        Pavarde6766                     3.96            4.20
Vardas6836        Pavarde6836                     3.96            3.80
Vardas6976        Pavarde6976                     3.96            4.20
Vardas7127        Pavarde7127                     3.96            3.80
Vardas7298        Pavarde7298                     3.96            4.20
Vardas7359        Pavarde7359                     3.96            4.20
Vardas7362        Pavarde7362                     3.96            3.40
Vardas7419        Pavarde7419                     3.96            4.60
Vardas7903        Pavarde7903                     3.96            4.20
Vardas830         Pavarde830                      3.96            4.20
Vardas872         Pavarde872                      3.96            4.60
Vardas8758        Pavarde8758                     3.96            3.80
Vardas8782        Pavarde8782                     3.96            4.60
Vardas8857        Pavarde8857                     3.96            4.20
