Name              Surname                   Final(Avg)      Final(Med)
Vardas1819        Pavarde1819                     6.44            7.00
Vardas1867        Pavarde1867                     6.44            6.60
Vardas2062        Pavarde2062                     6.44            6.20
Vardas2931        Pavarde2931                     6.44            6.60
Vardas3262        Pavarde3262                     6.44            6.60
Vardas3489        Pavarde3489                     6.44            6.20
Vardas3565        Pavarde3565                     6.44            6.20
Vardas3670        Pavarde3670                     6.44            5.40
Vardas3703        Pavarde3703                     6.44            7.00
Vardas4091        Pavarde4091                     6.44            6.60
Vardas4215        Pavarde4215                     6.44            6.20
Vardas4257        Pavarde4257                     6.44            6.60
Vardas4259        Pavarde4259                     6.44            6.60
Vardas4313        Pavarde4313                     6.44            7.00
Vardas4565        Pavarde4565                     6.44            6.60
Vardas4581        Pavarde4581                     6.44            7.00
Vardas4666        Pavarde4666                     6.44            5.80
Vardas4938        Pavarde4938                     6.44            6.20
Vardas4981        Pavarde4981                     6.44            6.60
Vardas5030        Pavarde5030                     6.44            6.20
Vardas5184        Pavarde5184                     6.44            6.60
Vardas540         Pavarde540                      6.44            6.20
Vardas5454        Pavarde5454                     6.44            7.00
Vardas5669        Pavarde5669                     6.44            6.20
Vardas5787        Pavarde5787                     6.44            6.20
Vardas5981        Pavarde5981                     6.44            5.80
Vardas5987        Pavarde5987                     6.44            6.20
Vardas5999        Pavarde5999                     6.44            6.20
Vardas6053        Pavarde6053                     6.44            6.20
Vardas6245        Pavarde6245                     6.44            6.20
Vardas6317        Pavarde6317                     6.44            6.20
Vardas6362        Pavarde6362                     6.44            7.00
Vardas6372        Pavarde6372                     6.44            6.60
Vardas6396        Pavarde6396                     6.44            6.60
Vardas6856        Pavarde6856                     6.44            6.20
Vardas7054        Pavarde7054                     6.44            6.20
Vardas7472        Pavarde7472                     6.44            6.60
Vardas7632        Pavarde7632                     6.44            6.60
Vardas7634        Pavarde7634                     6.44            5.80
Vardas7691        Pavarde7691                     6.44            6.20
Vardas7762        Pavarde7762                     6.44            7.00
Vardas79          Pavarde79                       6.44            7.40
Vardas7980        Pavarde7980                     6.44            6.60
Vardas8254        Pavarde8254                     6.44            6.60
Vardas8307        Pavarde8307                     6.44            7.00
Vardas8624        Pavarde8624                     6.44            6.60
Vardas8729        Pavarde8729                     6.44            6.20
Vardas9018        Pavarde9018                     6.44            6.60
Vardas9088        Pavarde9088                     6.44            6.20
Vardas9113        Pavarde9113                     6.44            6.60
Vardas9239        Pavarde9239                     6.44            6.60
Vardas9250        Pavarde9250                     6.44            5.80
Vardas9773        Pavarde9773                     6.44            6.60
Vardas9795        Pavarde9795                     6.44            7.00
Vardas9861        Pavarde9861                     6.44            6.20
Vardas9929        Pavarde9929                     6.44            6.20
Vardas9951        Pavarde9951                     6.44            6.60
Vardas1155        Pavarde1155                     6.48            6.80
Vardas1233        Pavarde1233                     6.48            6.40
Vardas1368        Pavarde1368                     6.48            5.60
Vardas1553        Pavarde1553                     6.48            6.80
Vardas1775        Pavarde1775                     6.48            6.80
Vardas1952        Pavarde1952                     6.48            6.40
Vardas2131        Pavarde2131                     6.48            7.20
Vardas2153        Pavarde2153                     6.48            6.80
Vardas2306        Pavarde2306                     6.48            6.80
Vardas2534        Pavarde2534                     6.48            6.40
Vardas2661        Pavarde2661                     6.48            6.40
Vardas2825        Pavarde2825                     6.48            6.40
Vardas2905        Pavarde2905                     6.48            6.80
Vardas3360        Pavarde3360                     6.48            6.80
Vardas3414        Pavarde3414                     6.48            6.40
Vardas3651        Pavarde3651                     6.48            6.80
Vardas3708        Pavarde3708                     6.48            6.80
Vardas4142        Pavarde4142                     6.48            6.40
Vardas4300        Pavarde4300                     6.48            6.40
Vardas4385        Pavarde4385                     6.48            6.40
Vardas4388        Pavarde4388                     6.48            7.20
Vardas4582        Pavarde4582                     6.48            6.00
Vardas4713        Pavarde4713                     6.48            7.20
Vardas4717        Pavarde4717                     6.48            6.80
Vardas4930        Pavarde4930                     6.48            6.40
Vardas5476        Pavarde5476                     6.48            5.60
Vardas5510        Pavarde5510                     6.48            6.80
Vardas5592        Pavarde5592                     6.48            6.00
Vardas5631        Pavarde5631                     6.48            6.80
Vardas5749        Pavarde5749                     6.48            6.80
Vardas5852        Pavarde5852                     6.48            6.00
Vardas6073        Pavarde6073                     6.48            6.40
Vardas6150        Pavarde6150                     6.48            6.40
Vardas6165        Pavarde6165                     6.48            6.80
Vardas6378        Pavarde6378                     6.48            6.40
Vardas647         Pavarde647                      6.48            6.80
Vardas6731        Pavarde6731                     6.48            6.80
Vardas6899        Pavarde6899                     6.48            6.80
Vardas7138        Pavarde7138                     6.48            7.20
Vardas7456        Pavarde7456                     6.48            6.40
Vardas7554        Pavarde7554                     6.48            6.40
Vardas8026        Pavarde8026                     6.48            6.00
Vardas8133        Pavarde8133                     6.48            5.60
Vardas8215        Pavarde8215                     6.48            7.20
Vardas8251        Pavarde8251                     6.48            6.40
Vardas8469        Pavarde8469                     6.48            6.40
Vardas8720        Pavarde8720                     6.48            6.80
Vardas9003        Pavarde9003                     6.48            6.40
Vardas9030        Pavarde9030                     6.48            6.40
Vardas9253        Pavarde9253                     6.48            6.40
Vardas9428        Pavarde9428                     6.48            7.20
Vardas951         Pavarde951                      6.48            6.00
Vardas9573        Pavarde9573                     6.48            6.40
Vardas963         Pavarde963                      6.48            6.00
Vardas9886        Pavarde9886                     6.48            7.20
Vardas9891        Pavarde9891                     6.48            6.40
Vardas10          Pavarde10                       6.52            7.00
Vardas125         Pavarde125                      6.52            7.40
Vardas144         Pavarde144                      6.52            5.80
Vardas1489        Pavarde1489                     6.52            6.60
Vardas1610        Pavarde1610                     6.52            6.60
Vardas1688        Pavarde1688                     6.52            6.60
Vardas1784        Pavarde1784                     6.52            7.40
Vardas1953        Pavarde1953                     6.52            6.60
Vardas1960        Pavarde1960                     6.52            7.00
Vardas2253        Pavarde2253                     6.52            6.60
Vardas226         Pavarde226                      6.52            6.60
Vardas2291        Pavarde2291                     6.52            7.40
Vardas2359        Pavarde2359                     6.52            6.60
Vardas2823        Pavarde2823                     6.52            5.80
Vardas2872        Pavarde2872                     6.52            5.80
Vardas2912        Pavarde2912                     6.52            6.20
Vardas3105        Pavarde3105                     6.52            6.60
Vardas3153        Pavarde3153                     6.52            6.60
Vardas326         Pavarde326                      6.52            5.80
Vardas3291        Pavarde3291                     6.52            7.40
Vardas3404        Pavarde3404                     6.52            6.60
Vardas3431        Pavarde3431                     6.52            7.40
Vardas3705        Pavarde3705                     6.52            5.40
Vardas3792        Pavarde3792                     6.52            6.20
Vardas3835        Pavarde3835                     6.52            7.00
Vardas3968        Pavarde3968                     6.52            6.20
Vardas4024        Pavarde4024                     6.52            6.60
Vardas4145        Pavarde4145                     6.52            5.80
Vardas4179        Pavarde4179                     6.52            6.60
Vardas4412        Pavarde4412                     6.52            7.00
Vardas4561        Pavarde4561                     6.52            6.20
Vardas4608        Pavarde4608                     6.52            5.80
Vardas4959        Pavarde4959                     6.52            6.60
Vardas5004        Pavarde5004                     6.52            7.00
Vardas5256        Pavarde5256                     6.52            6.20
Vardas5382        Pavarde5382                     6.52            5.80
Vardas5521        Pavarde5521                     6.52            7.40
Vardas5831        Pavarde5831                     6.52            6.60
Vardas5836        Pavarde5836                     6.52            6.20
Vardas6077        Pavarde6077                     6.52            6.60
Vardas6170        Pavarde6170                     6.52            6.60
Vardas6246        Pavarde6246                     6.52            6.20
Vardas6628        Pavarde6628                     6.52            6.60
Vardas6674        Pavarde6674                     6.52            6.60
Vardas6839        Pavarde6839                     6.52            6.60
Vardas711         Pavarde711                      6.52            6.60
Vardas7265        Pavarde7265                     6.52            6.60
Vardas7507        Pavarde7507                     6.52            6.60
Vardas7785        Pavarde7785                     6.52            7.00
Vardas8625        Pavarde8625                     6.52            7.00
Vardas9134        Pavarde9134                     6.52            6.60
Vardas938         Pavarde938                      6.52            6.60
Vardas9616        Pavarde9616                     6.52            6.20
Vardas9734        Pavarde9734                     6.52            7.00
Vardas9901        Pavarde9901                     6.52            6.60
Vardas2625        Pavarde2625                     6.52            6.60
Vardas4161        Pavarde4161                     6.52            7.00
Vardas6065        Pavarde6065                     6.52            6.60
Vardas6423        Pavarde6423                     6.56            6.40
Vardas1477        Pavarde1477                     6.56            6.40
Vardas1707        Pavarde1707                     6.56            6.80
Vardas1964        Pavarde1964                     6.56            6.40
Vardas217         Pavarde217                      6.56            6.40
Vardas2250        Pavarde2250                     6.56            6.00
Vardas2294        Pavarde2294                     6.56            6.40
Vardas2541        Pavarde2541                     6.56            6.80
Vardas2744        Pavarde2744                     6.56            5.60
Vardas287         Pavarde287                      6.56            7.20
Vardas2963        Pavarde2963                     6.56            6.40
Vardas311         Pavarde311                      6.56            6.40
Vardas3145        Pavarde3145                     6.56            6.80
Vardas317         Pavarde317                      6.56            6.40
Vardas3927        Pavarde3927                     6.56            6.80
Vardas404         Pavarde404                      6.56            6.80
Vardas411         Pavarde411                      6.56            7.60
Vardas4178        Pavarde4178                     6.56            7.20
Vardas4180        Pavarde4180                     6.56            7.20
Vardas4530        Pavarde4530                     6.56            6.40
Vardas470         Pavarde470                      6.56            6.40
Vardas4791        Pavarde4791                     6.56            6.00
Vardas4936        Pavarde4936                     6.56            6.00
Vardas4985        Pavarde4985                     6.56            6.80
Vardas5083        Pavarde5083                     6.56            6.40
Vardas5470        Pavarde5470                     6.56            6.80
Vardas5491        Pavarde5491                     6.56            5.60
Vardas5593        Pavarde5593                     6.56            6.40
Vardas570         Pavarde570                      6.56            6.80
Vardas5889        Pavarde5889                     6.56            6.80
Vardas6010        Pavarde6010                     6.56            6.80
Vardas6111        Pavarde6111                     6.56            7.20
Vardas6186        Pavarde6186                     6.56            6.40
Vardas6190        Pavarde6190                     6.56            7.20
Vardas6200        Pavarde6200                     6.56            6.00
Vardas640         Pavarde640                      6.56            7.20
Vardas663         Pavarde663                      6.56            6.00
Vardas6639        Pavarde6639                     6.56            6.40
Vardas664         Pavarde664                      6.56            6.40
Vardas6657        Pavarde6657                     6.56            6.40
Vardas6675        Pavarde6675                     6.56            6.80
Vardas6848        Pavarde6848                     6.56            6.40
Vardas6963        Pavarde6963                     6.56            6.80
Vardas6995        Pavarde6995                     6.56            6.40
Vardas7           Pavarde7                        6.56            5.60
Vardas7009        Pavarde7009                     6.56            6.80
Vardas7412        Pavarde7412                     6.56            6.40
Vardas749         Pavarde749                      6.56            7.20
Vardas763         Pavarde763                      6.56            6.40
Vardas7641        Pavarde7641                     6.56            6.40
Vardas7684        Pavarde7684                     6.56            6.80
Vardas8146        Pavarde8146                     6.56            6.80
Vardas8260        Pavarde8260                     6.56            6.40
Vardas8478        Pavarde8478                     6.56            6.40
Vardas8533        Pavarde8533                     6.56            6.40
Vardas8561        Pavarde8561                     6.56            6.40
Vardas8593        Pavarde8593                     6.56            6.80
Vardas8635        Pavarde8635                     6.56            6.80
Vardas8752        Pavarde8752                     6.56            7.60
Vardas8818        Pavarde8818                     6.56            7.20
Vardas8906        Pavarde8906                     6.56            6.00
Vardas9206        Pavarde9206                     6.56            6.80
Vardas9407        Pavarde9407                     6.56            6.80
Vardas9558        Pavarde9558                     6.56            7.20
Vardas99          Pavarde99                       6.56            6.40
Vardas9996        Pavarde9996                     6.56            6.80
Vardas158         Pavarde158                      6.60            7.00
Vardas1674        Pavarde1674                     6.60            6.60
Vardas2164        Pavarde2164                     6.60            6.20
Vardas2403        Pavarde2403                     6.60            6.20
Vardas2565        Pavarde2565                     6.60            6.60
Vardas3322        Pavarde3322                     6.60            6.60
Vardas3376        Pavarde3376                     6.60            6.60
Vardas4591        Pavarde4591                     6.60            6.20
Vardas5499        Pavarde5499                     6.60            6.20
Vardas7066        Pavarde7066                     6.60            6.60
Vardas8194        Pavarde8194                     6.60            7.00
Vardas8537        Pavarde8537                     6.60            6.60
Vardas9666        Pavarde9666                     6.60            6.60
Vardas9670        Pavarde9670                     6.60            6.60
Vardas9919        Pavarde9919                     6.60            6.60
Vardas1180        Pavarde1180                     6.60            6.60
Vardas1301        Pavarde1301                     6.60            6.60
Vardas1383        Pavarde1383                     6.60            6.60
Vardas182         Pavarde182                      6.60            7.40
Vardas1903        Pavarde1903                     6.60            7.00
Vardas1934        Pavarde1934                     6.60            6.60
Vardas2133        Pavarde2133                     6.60            6.60
Vardas2320        Pavarde2320                     6.60            7.40
Vardas2380        Pavarde2380                     6.60            6.60
Vardas2533        Pavarde2533                     6.60            6.20
Vardas2767        Pavarde2767                     6.60            7.00
Vardas2881        Pavarde2881                     6.60            7.40
Vardas2883        Pavarde2883                     6.60            7.40
Vardas2938        Pavarde2938                     6.60            6.60
Vardas3005        Pavarde3005                     6.60            6.60
Vardas305         Pavarde305                      6.60            6.60
Vardas3391        Pavarde3391                     6.60            7.00
Vardas3905        Pavarde3905                     6.60            6.60
Vardas4041        Pavarde4041                     6.60            7.00
Vardas4337        Pavarde4337                     6.60            7.00
Vardas4499        Pavarde4499                     6.60            6.60
Vardas495         Pavarde495                      6.60            7.40
Vardas50          Pavarde50                       6.60            6.60
Vardas5003        Pavarde5003                     6.60            7.00
Vardas5244        Pavarde5244                     6.60            7.40
Vardas5315        Pavarde5315                     6.60            6.60
Vardas622         Pavarde622                      6.60            6.60
Vardas6237        Pavarde6237                     6.60            7.40
Vardas6776        Pavarde6776                     6.60            6.60
Vardas6820        Pavarde6820                     6.60            6.20
Vardas6826        Pavarde6826                     6.60            6.60
Vardas7448        Pavarde7448                     6.60            7.40
Vardas7725        Pavarde7725                     6.60            6.20
Vardas7815        Pavarde7815                     6.60            7.00
Vardas7917        Pavarde7917                     6.60            7.40
Vardas7960        Pavarde7960                     6.60            7.40
Vardas8088        Pavarde8088                     6.60            7.40
Vardas8137        Pavarde8137                     6.60            6.20
Vardas8224        Pavarde8224                     6.60            7.00
Vardas8466        Pavarde8466                     6.60            6.60
Vardas8722        Pavarde8722                     6.60            6.60
Vardas8763        Pavarde8763                     6.60            6.20
Vardas8809        Pavarde8809                     6.60            6.20
Vardas89          Pavarde89                       6.60            6.60
Vardas8958        Pavarde8958                     6.60            6.60
Vardas9028        Pavarde9028                     6.60            6.20
Vardas9225        Pavarde9225                     6.60            7.00
Vardas9910        Pavarde9910                     6.60            6.60
Vardas9927        Pavarde9927                     6.60            6.20
Vardas1245        Pavarde1245                     6.64            6.80
Vardas1457        Pavarde1457                     6.64            6.40
Vardas1941        Pavarde1941                     6.64            6.40
Vardas203         Pavarde203                      6.64            6.40
Vardas2402        Pavarde2402                     6.64            6.80
Vardas2421        Pavarde2421                     6.64            6.80
Vardas2468        Pavarde2468                     6.64            6.80
Vardas249         Pavarde249                      6.64            6.40
Vardas2543        Pavarde2543                     6.64            7.20
Vardas2545        Pavarde2545                     6.64            6.40
Vardas2630        Pavarde2630                     6.64            7.20
Vardas271         Pavarde271                      6.64            6.40
Vardas2796        Pavarde2796                     6.64            6.80
Vardas2842        Pavarde2842                     6.64            6.80
Vardas2864        Pavarde2864                     6.64            6.80
Vardas2914        Pavarde2914                     6.64            6.40
Vardas3020        Pavarde3020                     6.64            6.80
Vardas3044        Pavarde3044                     6.64            6.00
Vardas33          Pavarde33                       6.64            6.40
Vardas3530        Pavarde3530                     6.64            6.80
Vardas3673        Pavarde3673                     6.64            6.40
Vardas377         Pavarde377                      6.64            6.40
Vardas3991        Pavarde3991                     6.64            6.40
Vardas4046        Pavarde4046                     6.64            6.00
Vardas419         Pavarde419                      6.64            7.20
Vardas4390        Pavarde4390                     6.64            6.80
Vardas449         Pavarde449                      6.64            6.40
Vardas4540        Pavarde4540                     6.64            7.20
Vardas4683        Pavarde4683                     6.64            5.20
Vardas4771        Pavarde4771                     6.64            6.80
Vardas4799        Pavarde4799                     6.64            6.80
Vardas4880        Pavarde4880                     6.64            6.00
Vardas5310        Pavarde5310                     6.64            6.80
Vardas5352        Pavarde5352                     6.64            6.40
Vardas5596        Pavarde5596                     6.64            7.20
Vardas579         Pavarde579                      6.64            6.00
Vardas5798        Pavarde5798                     6.64            6.80
Vardas5912        Pavarde5912                     6.64            6.80
Vardas6023        Pavarde6023                     6.64            6.80
Vardas6561        Pavarde6561                     6.64            6.80
Vardas6927        Pavarde6927                     6.64            6.80
Vardas7236        Pavarde7236                     6.64            6.40
Vardas7295        Pavarde7295                     6.64            7.20
Vardas7300        Pavarde7300                     6.64            6.40
Vardas7309        Pavarde7309                     6.64            6.40
Vardas7394        Pavarde7394                     6.64            7.20
Vardas7449        Pavarde7449                     6.64            7.20
Vardas7705        Pavarde7705                     6.64            6.80
Vardas7715        Pavarde7715                     6.64            6.40
Vardas8003        Pavarde8003                     6.64            6.80
Vardas8058        Pavarde8058                     6.64            7.20
Vardas8596        Pavarde8596                     6.64            6.40
Vardas8645        Pavarde8645                     6.64            6.40
Vardas883         Pavarde883                      6.64            6.00
Vardas9013        Pavarde9013                     6.64            6.40
Vardas9086        Pavarde9086                     6.64            6.00
Vardas9131        Pavarde9131                     6.64            6.40
Vardas9198        Pavarde9198                     6.64            7.20
Vardas9335        Pavarde9335                     6.64            7.20
Vardas937         Pavarde937                      6.64            6.40
Vardas9405        Pavarde9405                     6.64            6.40
Vardas9441        Pavarde9441                     6.64            6.00
Vardas9461        Pavarde9461                     6.64            6.40
Vardas9546        Pavarde9546                     6.64            6.80
Vardas7682        Pavarde7682                     6.64            6.40
Vardas128         Pavarde128                      6.68            6.20
Vardas1394        Pavarde1394                     6.68            6.20
Vardas1572        Pavarde1572                     6.68            6.60
Vardas1641        Pavarde1641                     6.68            6.60
Vardas2428        Pavarde2428                     6.68            7.00
Vardas3215        Pavarde3215                     6.68            7.00
Vardas3724        Pavarde3724                     6.68            6.60
Vardas3818        Pavarde3818                     6.68            6.60
Vardas57          Pavarde57                       6.68            6.60
Vardas865         Pavarde865                      6.68            6.20
Vardas1026        Pavarde1026                     6.68            6.20
Vardas140         Pavarde140                      6.68            6.60
Vardas1636        Pavarde1636                     6.68            6.60
Vardas1962        Pavarde1962                     6.68            6.20
Vardas2097        Pavarde2097                     6.68            7.00
Vardas2276        Pavarde2276                     6.68            7.00
Vardas2663        Pavarde2663                     6.68            6.20
Vardas2779        Pavarde2779                     6.68            6.60
Vardas3583        Pavarde3583                     6.68            6.60
Vardas3970        Pavarde3970                     6.68            6.60
Vardas4010        Pavarde4010                     6.68            6.60
Vardas4219        Pavarde4219                     6.68            6.60
Vardas4354        Pavarde4354                     6.68            7.40
Vardas448         Pavarde448                      6.68            7.00
Vardas4739        Pavarde4739                     6.68            6.60
Vardas4846        Pavarde4846                     6.68            7.00
Vardas4875        Pavarde4875                     6.68            6.60
Vardas5056        Pavarde5056                     6.68            7.40
Vardas5272        Pavarde5272                     6.68            6.60
Vardas5300        Pavarde5300                     6.68            7.00
Vardas5638        Pavarde5638                     6.68            7.00
Vardas5716        Pavarde5716                     6.68            6.20
Vardas6636        Pavarde6636                     6.68            7.00
Vardas675         Pavarde675                      6.68            6.60
Vardas6922        Pavarde6922                     6.68            6.60
Vardas6929        Pavarde6929                     6.68            7.00
Vardas7194        Pavarde7194                     6.68            7.00
Vardas757         Pavarde757                      6.68            6.60
Vardas7611        Pavarde7611                     6.68            6.60
Vardas7677        Pavarde7677                     6.68            7.00
Vardas7729        Pavarde7729                     6.68            6.60
Vardas7733        Pavarde7733                     6.68            7.40
Vardas7903        Pavarde7903                     6.68            7.00
Vardas8070        Pavarde8070                     6.68            7.00
Vardas8367        Pavarde8367                     6.68            7.00
Vardas8431        Pavarde8431                     6.68            6.60
Vardas8484        Pavarde8484                     6.68            6.20
Vardas8530        Pavarde8530                     6.68            7.00
Vardas880         Pavarde880                      6.68            6.60
Vardas8827        Pavarde8827                     6.68            7.00
Vardas8934        Pavarde8934                     6.68            6.60
Vardas9238        Pavarde9238                     6.68            7.00
Vardas9271        Pavarde9271                     6.68            7.00
Vardas9307        Pavarde9307                     6.68            7.40
Vardas9377        Pavarde9377                     6.68            7.00
Vardas9455        Pavarde9455                     6.68            6.60
Vardas9629        Pavarde9629                     6.68            6.60
Vardas9818        Pavarde9818                     6.68            7.00
Vardas122         Pavarde122                      6.72            6.80
Vardas1232        Pavarde1232                     6.72            6.00
Vardas138         Pavarde138                      6.72            6.40
Vardas1434        Pavarde1434                     6.72            6.80
Vardas1579        Pavarde1579                     6.72            6.40
Vardas1669        Pavarde1669                     6.72            6.40
Vardas1894        Pavarde1894                     6.72            6.80
Vardas1961        Pavarde1961                     6.72            6.80
Vardas2190        Pavarde2190                     6.72            7.20
Vardas2220        Pavarde2220                     6.72            6.00
Vardas2556        Pavarde2556                     6.72            6.40
Vardas2733        Pavarde2733                     6.72            6.80
Vardas3021        Pavarde3021                     6.72            7.20
Vardas3198        Pavarde3198                     6.72            5.60
Vardas3282        Pavarde3282                     6.72            6.80
Vardas332         Pavarde332                      6.72            6.00
Vardas3367        Pavarde3367                     6.72            6.40
Vardas3497        Pavarde3497                     6.72            7.60
Vardas403         Pavarde403                      6.72            7.20
Vardas43          Pavarde43                       6.72            6.80
Vardas4502        Pavarde4502                     6.72            6.40
Vardas4506        Pavarde4506                     6.72            6.80
Vardas456         Pavarde456                      6.72            6.80
Vardas4656        Pavarde4656                     6.72            6.80
Vardas4831        Pavarde4831                     6.72            6.80
Vardas4872        Pavarde4872                     6.72            6.80
Vardas4988        Pavarde4988                     6.72            6.80
Vardas5137        Pavarde5137                     6.72            6.40
Vardas5374        Pavarde5374                     6.72            6.80
Vardas5392        Pavarde5392                     6.72            6.80
Vardas5408        Pavarde5408                     6.72            6.80
Vardas5557        Pavarde5557                     6.72            6.40
Vardas5691        Pavarde5691                     6.72            6.40
Vardas5760        Pavarde5760                     6.72            7.20
Vardas5835        Pavarde5835                     6.72            6.40
Vardas613         Pavarde613                      6.72            6.80
Vardas6240        Pavarde6240                     6.72            6.40
Vardas6249        Pavarde6249                     6.72            6.80
Vardas6252        Pavarde6252                     6.72            6.80
Vardas635         Pavarde635                      6.72            6.80
Vardas6374        Pavarde6374                     6.72            7.20
Vardas6584        Pavarde6584                     6.72            6.40
Vardas6860        Pavarde6860                     6.72            6.00
Vardas712         Pavarde712                      6.72            6.40
Vardas7160        Pavarde7160                     6.72            6.40
Vardas7171        Pavarde7171                     6.72            6.00
Vardas7179        Pavarde7179                     6.72            6.80
Vardas7305        Pavarde7305                     6.72            6.80
Vardas7351        Pavarde7351                     6.72            6.00
Vardas7402        Pavarde7402                     6.72            6.80
Vardas7406        Pavarde7406                     6.72            6.40
Vardas7600        Pavarde7600                     6.72            6.40
Vardas8014        Pavarde8014                     6.72            6.40
Vardas8031        Pavarde8031                     6.72            7.20
Vardas8438        Pavarde8438                     6.72            6.80
Vardas8508        Pavarde8508                     6.72            7.60
Vardas8598        Pavarde8598                     6.72            6.00
Vardas8639        Pavarde8639                     6.72            6.80
Vardas8741        Pavarde8741                     6.72            6.40
Vardas8782        Pavarde8782                     6.72            6.40
Vardas8960        Pavarde8960                     6.72            6.80
Vardas9054        Pavarde9054                     6.72            6.00
Vardas921         Pavarde921                      6.72            6.80
Vardas9254        Pavarde9254                     6.72            6.80
Vardas9320        Pavarde9320                     6.72            7.20
Vardas9381        Pavarde9381                     6.72            6.80
Vardas9641        Pavarde9641                     6.72            6.40
Vardas9970        Pavarde9970                     6.72            6.40
Vardas9973        Pavarde9973                     6.72            6.40
Vardas1194        Pavarde1194                     6.76            6.20
Vardas134         Pavarde134                      6.76            6.60
Vardas1421        Pavarde1421                     6.76            6.60
Vardas1531        Pavarde1531                     6.76            6.60
Vardas189         Pavarde189                      6.76            6.60
Vardas2020        Pavarde2020                     6.76            6.60
Vardas2025        Pavarde2025                     6.76            6.20
Vardas2436        Pavarde2436                     6.76            5.80
Vardas3085        Pavarde3085                     6.76            6.60
Vardas3111        Pavarde3111                     6.76            6.60
Vardas3960        Pavarde3960                     6.76            6.20
Vardas41          Pavarde41                       6.76            6.60
Vardas4229        Pavarde4229                     6.76            6.60
Vardas4997        Pavarde4997                     6.76            6.60
Vardas5551        Pavarde5551                     6.76            5.80
Vardas5873        Pavarde5873                     6.76            6.60
Vardas7991        Pavarde7991                     6.76            6.20
Vardas8029        Pavarde8029                     6.76            7.00
Vardas8933        Pavarde8933                     6.76            6.20
Vardas1008        Pavarde1008                     6.76            7.40
Vardas1032        Pavarde1032                     6.76            6.60
Vardas1097        Pavarde1097                     6.76            7.40
Vardas1187        Pavarde1187                     6.76            7.40
Vardas1442        Pavarde1442                     6.76            6.60
Vardas1467        Pavarde1467                     6.76            7.00
Vardas164         Pavarde164                      6.76            6.20
Vardas1898        Pavarde1898                     6.76            7.00
Vardas2010        Pavarde2010                     6.76            6.20
Vardas2012        Pavarde2012                     6.76            7.00
Vardas2024        Pavarde2024                     6.76            7.00
Vardas228         Pavarde228                      6.76            7.00
Vardas2672        Pavarde2672                     6.76            6.60
Vardas3271        Pavarde3271                     6.76            6.60
Vardas345         Pavarde345                      6.76            6.60
Vardas3531        Pavarde3531                     6.76            6.60
Vardas4924        Pavarde4924                     6.76            6.60
Vardas5061        Pavarde5061                     6.76            7.00
Vardas5264        Pavarde5264                     6.76            6.60
Vardas5283        Pavarde5283                     6.76            7.00
Vardas5869        Pavarde5869                     6.76            7.00
Vardas5925        Pavarde5925                     6.76            7.40
Vardas6102        Pavarde6102                     6.76            6.60
Vardas6193        Pavarde6193                     6.76            6.60
Vardas6475        Pavarde6475                     6.76            6.60
Vardas6706        Pavarde6706                     6.76            7.40
Vardas6759        Pavarde6759                     6.76            6.20
Vardas6862        Pavarde6862                     6.76            6.20
Vardas688         Pavarde688                      6.76            7.00
Vardas7071        Pavarde7071                     6.76            7.00
Vardas7187        Pavarde7187                     6.76            7.00
Vardas7207        Pavarde7207                     6.76            6.20
Vardas7262        Pavarde7262                     6.76            7.40
Vardas7345        Pavarde7345                     6.76            6.20
Vardas7355        Pavarde7355                     6.76            7.00
Vardas7439        Pavarde7439                     6.76            6.20
Vardas7748        Pavarde7748                     6.76            6.60
Vardas7933        Pavarde7933                     6.76            7.00
Vardas7996        Pavarde7996                     6.76            6.60
Vardas8282        Pavarde8282                     6.76            6.60
Vardas8774        Pavarde8774                     6.76            6.20
Vardas9079        Pavarde9079                     6.76            7.00
Vardas9245        Pavarde9245                     6.76            6.60
Vardas9429        Pavarde9429                     6.76            7.00
Vardas9654        Pavarde9654                     6.76            6.60
Vardas9922        Pavarde9922                     6.76            7.00
Vardas9928        Pavarde9928                     6.76            7.40
Vardas1050        Pavarde1050                     6.80            6.40
Vardas1152        Pavarde1152                     6.80            6.80
Vardas1215        Pavarde1215                     6.80            6.80
Vardas1587        Pavarde1587                     6.80            6.80
Vardas1829        Pavarde1829                     6.80            5.60
Vardas193         Pavarde193                      6.80            7.20
Vardas200         Pavarde200                      6.80            7.60
Vardas2028        Pavarde2028                     6.80            7.20
Vardas2112        Pavarde2112                     6.80            6.80
Vardas2816        Pavarde2816                     6.80            6.80
Vardas3448        Pavarde3448                     6.80            7.60
Vardas3503        Pavarde3503                     6.80            6.40
Vardas3569        Pavarde3569                     6.80            6.80
Vardas3630        Pavarde3630                     6.80            7.20
Vardas3636        Pavarde3636                     6.80            6.80
Vardas3702        Pavarde3702                     6.80            6.80
Vardas3733        Pavarde3733                     6.80            7.20
Vardas4128        Pavarde4128                     6.80            6.80
Vardas4364        Pavarde4364                     6.80            6.80
Vardas452         Pavarde452                      6.80            6.80
Vardas4640        Pavarde4640                     6.80            6.40
Vardas4688        Pavarde4688                     6.80            6.00
Vardas4808        Pavarde4808                     6.80            6.40
Vardas4890        Pavarde4890                     6.80            6.40
Vardas4923        Pavarde4923                     6.80            7.20
Vardas4941        Pavarde4941                     6.80            7.20
Vardas5008        Pavarde5008                     6.80            6.40
Vardas5075        Pavarde5075                     6.80            7.20
Vardas5081        Pavarde5081                     6.80            6.80
