Vardas            Pavarde              Galutinis(Vid.) Galutinis(Med.)
Vardas4486        Pavarde4486                     6.84            7.00
Vardas4794        Pavarde4794                     6.84            6.60
Vardas4858        Pavarde4858                     6.84            7.00
Vardas4941        Pavarde4941                     6.84            7.00
Vardas5128        Pavarde5128                     6.84            7.80
Vardas5165        Pavarde5165                     6.84            6.60
Vardas5292        Pavarde5292                     6.84            6.20
Vardas5569        Pavarde5569                     6.84            7.00
Vardas5798        Pavarde5798                     6.84            6.60
Vardas5968        Pavarde5968                     6.84            6.20
Vardas5969        Pavarde5969                     6.84            7.00
Vardas6039        Pavarde6039                     6.84            7.00
Vardas6349        Pavarde6349                     6.84            7.00
Vardas6533        Pavarde6533                     6.84            6.60
Vardas6672        Pavarde6672                     6.84            7.00
Vardas6747        Pavarde6747                     6.84            7.80
Vardas6846        Pavarde6846                     6.84            7.00
Vardas7081        Pavarde7081                     6.84            7.40
Vardas7159        Pavarde7159                     6.84            7.80
Vardas7273        Pavarde7273                     6.84            7.00
Vardas7652        Pavarde7652                     6.84            7.00
Vardas8097        Pavarde8097                     6.84            7.00
Vardas8405        Pavarde8405                     6.84            7.80
Vardas8525        Pavarde8525                     6.84            6.60
Vardas8688        Pavarde8688                     6.84            6.60
Vardas8779        Pavarde8779                     6.84            7.40
Vardas8838        Pavarde8838                     6.84            7.00
Vardas89          Pavarde89                       6.84            7.80
Vardas8972        Pavarde8972                     6.84            7.00
Vardas9139        Pavarde9139                     6.84            6.20
Vardas9209        Pavarde9209                     6.84            7.00
Vardas931         Pavarde931                      6.84            6.60
Vardas9341        Pavarde9341                     6.84            6.60
Vardas9455        Pavarde9455                     6.84            6.60
Vardas9624        Pavarde9624                     6.84            7.00
Vardas9692        Pavarde9692                     6.84            7.00
Vardas9753        Pavarde9753                     6.84            7.00
Vardas9764        Pavarde9764                     6.84            7.00
Vardas9788        Pavarde9788                     6.84            6.20
Vardas9836        Pavarde9836                     6.84            6.20
Vardas989         Pavarde989                      6.84            7.00
Vardas9895        Pavarde9895                     6.84            7.00
Vardas9930        Pavarde9930                     6.84            6.20
Vardas1650        Pavarde1650                     6.88            7.20
Vardas2704        Pavarde2704                     6.88            7.20
Vardas2915        Pavarde2915                     6.88            6.80
Vardas3158        Pavarde3158                     6.88            6.80
Vardas798         Pavarde798                      6.88            6.80
Vardas8420        Pavarde8420                     6.88            7.20
Vardas1127        Pavarde1127                     6.88            6.80
Vardas1254        Pavarde1254                     6.88            6.80
Vardas1622        Pavarde1622                     6.88            6.80
Vardas1729        Pavarde1729                     6.88            6.80
Vardas1820        Pavarde1820                     6.88            6.40
Vardas1846        Pavarde1846                     6.88            7.20
Vardas1935        Pavarde1935                     6.88            7.20
Vardas1981        Pavarde1981                     6.88            6.80
Vardas2090        Pavarde2090                     6.88            7.20
Vardas2133        Pavarde2133                     6.88            6.40
Vardas225         Pavarde225                      6.88            6.40
Vardas228         Pavarde228                      6.88            6.80
Vardas2293        Pavarde2293                     6.88            6.80
Vardas2478        Pavarde2478                     6.88            6.80
Vardas2498        Pavarde2498                     6.88            6.00
Vardas2696        Pavarde2696                     6.88            7.60
Vardas2816        Pavarde2816                     6.88            7.20
Vardas2837        Pavarde2837                     6.88            6.00
Vardas331         Pavarde331                      6.88            7.20
Vardas3714        Pavarde3714                     6.88            6.40
Vardas3855        Pavarde3855                     6.88            6.80
Vardas3921        Pavarde3921                     6.88            6.80
Vardas4016        Pavarde4016                     6.88            7.20
Vardas4151        Pavarde4151                     6.88            7.20
Vardas4190        Pavarde4190                     6.88            6.80
Vardas4493        Pavarde4493                     6.88            7.60
Vardas5063        Pavarde5063                     6.88            6.80
Vardas510         Pavarde510                      6.88            6.40
Vardas5185        Pavarde5185                     6.88            6.40
Vardas5217        Pavarde5217                     6.88            6.00
Vardas5563        Pavarde5563                     6.88            6.40
Vardas561         Pavarde561                      6.88            7.20
Vardas5989        Pavarde5989                     6.88            7.20
Vardas6056        Pavarde6056                     6.88            6.40
Vardas6113        Pavarde6113                     6.88            6.00
Vardas6128        Pavarde6128                     6.88            6.40
Vardas6389        Pavarde6389                     6.88            6.40
Vardas6567        Pavarde6567                     6.88            7.20
Vardas6827        Pavarde6827                     6.88            6.40
Vardas6865        Pavarde6865                     6.88            7.20
Vardas6905        Pavarde6905                     6.88            6.80
Vardas7161        Pavarde7161                     6.88            7.20
Vardas7238        Pavarde7238                     6.88            7.20
Vardas7302        Pavarde7302                     6.88            6.40
Vardas7437        Pavarde7437                     6.88            6.00
Vardas7672        Pavarde7672                     6.88            7.60
Vardas7836        Pavarde7836                     6.88            6.80
Vardas8253        Pavarde8253                     6.88            7.20
Vardas8354        Pavarde8354                     6.88            7.20
Vardas8505        Pavarde8505                     6.88            7.20
Vardas8588        Pavarde8588                     6.88            6.40
Vardas8634        Pavarde8634                     6.88            6.40
Vardas8692        Pavarde8692                     6.88            7.20
Vardas8706        Pavarde8706                     6.88            7.20
Vardas8917        Pavarde8917                     6.88            6.80
Vardas8977        Pavarde8977                     6.88            7.20
Vardas9161        Pavarde9161                     6.88            6.40
Vardas9234        Pavarde9234                     6.88            6.80
Vardas9552        Pavarde9552                     6.88            7.20
Vardas9910        Pavarde9910                     6.88            6.40
Vardas9987        Pavarde9987                     6.88            7.60
Vardas1379        Pavarde1379                     6.92            7.00
Vardas1581        Pavarde1581                     6.92            7.40
Vardas1773        Pavarde1773                     6.92            8.20
Vardas198         Pavarde198                      6.92            6.20
Vardas2040        Pavarde2040                     6.92            6.60
Vardas2231        Pavarde2231                     6.92            6.60
Vardas2380        Pavarde2380                     6.92            7.00
Vardas2481        Pavarde2481                     6.92            7.40
Vardas3125        Pavarde3125                     6.92            6.60
Vardas3191        Pavarde3191                     6.92            7.00
Vardas320         Pavarde320                      6.92            6.60
Vardas325         Pavarde325                      6.92            7.00
Vardas326         Pavarde326                      6.92            7.40
Vardas3265        Pavarde3265                     6.92            6.60
Vardas3356        Pavarde3356                     6.92            7.00
Vardas3501        Pavarde3501                     6.92            6.20
Vardas359         Pavarde359                      6.92            7.00
Vardas3979        Pavarde3979                     6.92            6.60
Vardas4213        Pavarde4213                     6.92            7.40
Vardas434         Pavarde434                      6.92            7.40
Vardas4463        Pavarde4463                     6.92            7.00
Vardas4484        Pavarde4484                     6.92            7.00
Vardas4505        Pavarde4505                     6.92            6.20
Vardas4535        Pavarde4535                     6.92            6.60
Vardas4536        Pavarde4536                     6.92            7.00
Vardas4572        Pavarde4572                     6.92            6.60
Vardas4722        Pavarde4722                     6.92            6.60
Vardas4784        Pavarde4784                     6.92            7.40
Vardas4829        Pavarde4829                     6.92            7.00
Vardas4932        Pavarde4932                     6.92            7.40
Vardas5043        Pavarde5043                     6.92            6.20
Vardas5044        Pavarde5044                     6.92            5.80
Vardas5240        Pavarde5240                     6.92            7.00
Vardas5593        Pavarde5593                     6.92            7.00
Vardas569         Pavarde569                      6.92            7.40
Vardas583         Pavarde583                      6.92            6.60
Vardas5872        Pavarde5872                     6.92            7.40
Vardas5955        Pavarde5955                     6.92            6.60
Vardas60          Pavarde60                       6.92            7.40
Vardas6248        Pavarde6248                     6.92            6.60
Vardas6272        Pavarde6272                     6.92            7.80
Vardas6398        Pavarde6398                     6.92            6.60
Vardas6692        Pavarde6692                     6.92            6.60
Vardas6751        Pavarde6751                     6.92            7.00
Vardas7227        Pavarde7227                     6.92            7.00
Vardas7312        Pavarde7312                     6.92            7.00
Vardas7364        Pavarde7364                     6.92            7.00
Vardas7548        Pavarde7548                     6.92            7.00
Vardas7558        Pavarde7558                     6.92            7.00
Vardas7761        Pavarde7761                     6.92            7.00
Vardas8132        Pavarde8132                     6.92            7.40
Vardas8174        Pavarde8174                     6.92            7.40
Vardas8219        Pavarde8219                     6.92            5.80
Vardas8304        Pavarde8304                     6.92            6.60
Vardas8364        Pavarde8364                     6.92            6.20
Vardas8411        Pavarde8411                     6.92            7.00
Vardas8596        Pavarde8596                     6.92            7.40
Vardas8646        Pavarde8646                     6.92            7.40
Vardas8909        Pavarde8909                     6.92            7.00
Vardas9198        Pavarde9198                     6.92            7.40
Vardas9447        Pavarde9447                     6.92            6.60
Vardas9463        Pavarde9463                     6.92            7.00
Vardas9617        Pavarde9617                     6.92            7.40
Vardas9822        Pavarde9822                     6.92            6.20
Vardas9837        Pavarde9837                     6.92            7.00
Vardas9877        Pavarde9877                     6.92            7.00
Vardas134         Pavarde134                      6.96            6.00
Vardas1933        Pavarde1933                     6.96            7.20
Vardas2276        Pavarde2276                     6.96            7.20
Vardas2338        Pavarde2338                     6.96            6.40
Vardas2783        Pavarde2783                     6.96            7.60
Vardas3037        Pavarde3037                     6.96            6.80
Vardas3048        Pavarde3048                     6.96            6.40
Vardas3049        Pavarde3049                     6.96            6.80
Vardas3244        Pavarde3244                     6.96            7.20
Vardas3252        Pavarde3252                     6.96            7.20
Vardas3578        Pavarde3578                     6.96            7.20
Vardas3732        Pavarde3732                     6.96            6.40
Vardas3877        Pavarde3877                     6.96            7.20
Vardas3882        Pavarde3882                     6.96            6.80
Vardas3886        Pavarde3886                     6.96            6.40
Vardas4007        Pavarde4007                     6.96            7.20
Vardas4107        Pavarde4107                     6.96            6.40
Vardas415         Pavarde415                      6.96            7.20
Vardas4237        Pavarde4237                     6.96            6.00
Vardas4350        Pavarde4350                     6.96            7.20
Vardas4496        Pavarde4496                     6.96            6.80
Vardas4729        Pavarde4729                     6.96            7.20
Vardas4735        Pavarde4735                     6.96            7.20
Vardas4935        Pavarde4935                     6.96            6.80
Vardas4984        Pavarde4984                     6.96            7.20
Vardas5015        Pavarde5015                     6.96            7.60
Vardas5045        Pavarde5045                     6.96            6.80
Vardas5215        Pavarde5215                     6.96            6.80
Vardas5525        Pavarde5525                     6.96            7.20
Vardas5621        Pavarde5621                     6.96            7.60
Vardas5760        Pavarde5760                     6.96            7.20
Vardas5925        Pavarde5925                     6.96            6.80
Vardas6110        Pavarde6110                     6.96            7.20
Vardas6183        Pavarde6183                     6.96            7.20
Vardas629         Pavarde629                      6.96            6.80
Vardas6334        Pavarde6334                     6.96            6.40
Vardas6381        Pavarde6381                     6.96            7.20
Vardas6413        Pavarde6413                     6.96            6.80
Vardas6759        Pavarde6759                     6.96            6.40
Vardas698         Pavarde698                      6.96            7.20
Vardas7132        Pavarde7132                     6.96            7.20
Vardas8423        Pavarde8423                     6.96            7.20
Vardas8493        Pavarde8493                     6.96            7.60
Vardas8538        Pavarde8538                     6.96            7.20
Vardas856         Pavarde856                      6.96            6.80
Vardas8672        Pavarde8672                     6.96            6.00
Vardas8981        Pavarde8981                     6.96            6.00
Vardas8988        Pavarde8988                     6.96            6.40
Vardas9148        Pavarde9148                     6.96            6.80
Vardas9390        Pavarde9390                     6.96            6.40
Vardas9393        Pavarde9393                     6.96            6.80
Vardas9518        Pavarde9518                     6.96            7.20
Vardas966         Pavarde966                      6.96            7.60
Vardas9779        Pavarde9779                     6.96            7.60
Vardas1067        Pavarde1067                     7.00            7.00
Vardas1816        Pavarde1816                     7.00            6.60
Vardas1942        Pavarde1942                     7.00            6.60
Vardas2           Pavarde2                        7.00            6.60
Vardas2139        Pavarde2139                     7.00            6.60
Vardas2244        Pavarde2244                     7.00            7.40
Vardas2570        Pavarde2570                     7.00            6.20
Vardas2646        Pavarde2646                     7.00            7.00
Vardas2883        Pavarde2883                     7.00            6.60
Vardas3045        Pavarde3045                     7.00            7.40
Vardas3306        Pavarde3306                     7.00            7.00
Vardas3335        Pavarde3335                     7.00            6.60
Vardas3349        Pavarde3349                     7.00            6.20
Vardas3630        Pavarde3630                     7.00            6.60
Vardas3691        Pavarde3691                     7.00            6.60
Vardas411         Pavarde411                      7.00            7.80
Vardas414         Pavarde414                      7.00            6.60
Vardas4267        Pavarde4267                     7.00            7.40
Vardas4386        Pavarde4386                     7.00            7.80
Vardas4398        Pavarde4398                     7.00            6.60
Vardas4401        Pavarde4401                     7.00            7.40
Vardas4412        Pavarde4412                     7.00            7.40
Vardas448         Pavarde448                      7.00            6.60
Vardas455         Pavarde455                      7.00            6.20
Vardas4591        Pavarde4591                     7.00            7.40
Vardas4663        Pavarde4663                     7.00            6.60
Vardas4721        Pavarde4721                     7.00            6.60
Vardas477         Pavarde477                      7.00            7.40
Vardas4790        Pavarde4790                     7.00            7.80
Vardas4920        Pavarde4920                     7.00            7.00
Vardas5033        Pavarde5033                     7.00            7.40
Vardas5050        Pavarde5050                     7.00            7.80
Vardas5137        Pavarde5137                     7.00            7.40
Vardas515         Pavarde515                      7.00            7.80
Vardas5297        Pavarde5297                     7.00            7.40
Vardas5335        Pavarde5335                     7.00            6.20
Vardas5362        Pavarde5362                     7.00            6.60
Vardas5373        Pavarde5373                     7.00            6.20
Vardas5406        Pavarde5406                     7.00            7.00
Vardas5429        Pavarde5429                     7.00            6.60
Vardas553         Pavarde553                      7.00            6.60
Vardas5575        Pavarde5575                     7.00            7.00
Vardas5642        Pavarde5642                     7.00            6.60
Vardas5668        Pavarde5668                     7.00            7.40
Vardas5725        Pavarde5725                     7.00            7.40
Vardas5834        Pavarde5834                     7.00            7.40
Vardas5845        Pavarde5845                     7.00            7.00
Vardas5929        Pavarde5929                     7.00            7.00
Vardas6034        Pavarde6034                     7.00            7.00
Vardas6312        Pavarde6312                     7.00            7.00
Vardas6404        Pavarde6404                     7.00            6.60
Vardas651         Pavarde651                      7.00            8.20
Vardas653         Pavarde653                      7.00            7.00
Vardas6565        Pavarde6565                     7.00            6.60
Vardas6619        Pavarde6619                     7.00            7.00
Vardas6682        Pavarde6682                     7.00            7.40
Vardas6817        Pavarde6817                     7.00            7.00
Vardas6818        Pavarde6818                     7.00            6.60
Vardas6952        Pavarde6952                     7.00            6.60
Vardas7356        Pavarde7356                     7.00            7.00
Vardas7386        Pavarde7386                     7.00            7.00
Vardas7710        Pavarde7710                     7.00            6.20
Vardas778         Pavarde778                      7.00            6.60
Vardas7782        Pavarde7782                     7.00            6.20
Vardas779         Pavarde779                      7.00            7.40
Vardas7964        Pavarde7964                     7.00            7.40
Vardas8232        Pavarde8232                     7.00            7.80
Vardas8250        Pavarde8250                     7.00            7.00
Vardas8263        Pavarde8263                     7.00            7.00
Vardas8512        Pavarde8512                     7.00            7.40
Vardas8687        Pavarde8687                     7.00            7.00
Vardas9015        Pavarde9015                     7.00            7.80
Vardas9182        Pavarde9182                     7.00            7.40
Vardas9216        Pavarde9216                     7.00            7.40
Vardas9265        Pavarde9265                     7.00            7.00
Vardas9369        Pavarde9369                     7.00            7.00
Vardas9458        Pavarde9458                     7.00            6.60
Vardas9561        Pavarde9561                     7.00            6.20
Vardas9712        Pavarde9712                     7.00            6.20
Vardas9789        Pavarde9789                     7.00            7.40
Vardas987         Pavarde987                      7.00            7.40
Vardas1136        Pavarde1136                     7.04            6.40
Vardas1166        Pavarde1166                     7.04            7.60
Vardas1352        Pavarde1352                     7.04            7.60
Vardas1452        Pavarde1452                     7.04            7.60
Vardas1464        Pavarde1464                     7.04            6.80
Vardas1538        Pavarde1538                     7.04            6.40
Vardas1590        Pavarde1590                     7.04            7.60
Vardas1770        Pavarde1770                     7.04            7.60
Vardas1950        Pavarde1950                     7.04            6.40
Vardas2324        Pavarde2324                     7.04            7.60
Vardas2603        Pavarde2603                     7.04            6.80
Vardas3912        Pavarde3912                     7.04            6.80
Vardas3997        Pavarde3997                     7.04            6.80
Vardas4079        Pavarde4079                     7.04            8.00
Vardas4209        Pavarde4209                     7.04            7.20
Vardas4257        Pavarde4257                     7.04            7.60
Vardas4502        Pavarde4502                     7.04            8.00
Vardas4504        Pavarde4504                     7.04            7.20
Vardas4633        Pavarde4633                     7.04            7.20
Vardas4673        Pavarde4673                     7.04            7.60
Vardas4759        Pavarde4759                     7.04            7.20
Vardas4860        Pavarde4860                     7.04            7.60
Vardas5092        Pavarde5092                     7.04            7.60
Vardas5117        Pavarde5117                     7.04            6.80
Vardas5351        Pavarde5351                     7.04            7.20
Vardas5477        Pavarde5477                     7.04            7.20
Vardas5582        Pavarde5582                     7.04            6.80
Vardas5755        Pavarde5755                     7.04            7.20
Vardas5914        Pavarde5914                     7.04            7.20
Vardas5926        Pavarde5926                     7.04            6.80
Vardas5962        Pavarde5962                     7.04            7.60
Vardas6133        Pavarde6133                     7.04            7.20
Vardas6184        Pavarde6184                     7.04            6.80
Vardas623         Pavarde623                      7.04            7.20
Vardas6511        Pavarde6511                     7.04            6.40
Vardas6661        Pavarde6661                     7.04            6.80
Vardas6906        Pavarde6906                     7.04            7.60
Vardas7070        Pavarde7070                     7.04            7.20
Vardas7217        Pavarde7217                     7.04            6.40
Vardas7491        Pavarde7491                     7.04            6.80
Vardas7499        Pavarde7499                     7.04            8.00
Vardas769         Pavarde769                      7.04            6.80
Vardas7809        Pavarde7809                     7.04            7.20
Vardas7978        Pavarde7978                     7.04            7.20
Vardas8022        Pavarde8022                     7.04            7.20
Vardas8106        Pavarde8106                     7.04            6.80
Vardas8120        Pavarde8120                     7.04            6.80
Vardas8258        Pavarde8258                     7.04            6.80
Vardas8266        Pavarde8266                     7.04            6.40
Vardas8294        Pavarde8294                     7.04            7.20
Vardas831         Pavarde831                      7.04            7.20
Vardas8911        Pavarde8911                     7.04            7.20
Vardas8989        Pavarde8989                     7.04            7.20
Vardas9278        Pavarde9278                     7.04            6.80
Vardas935         Pavarde935                      7.04            7.20
Vardas9595        Pavarde9595                     7.04            6.40
Vardas983         Pavarde983                      7.04            6.80
Vardas9882        Pavarde9882                     7.04            7.20
Vardas9967        Pavarde9967                     7.04            7.60
Vardas7576        Pavarde7576                     7.04            6.80
Vardas9569        Pavarde9569                     7.04            7.20
Vardas1236        Pavarde1236                     7.08            6.20
Vardas1667        Pavarde1667                     7.08            7.00
Vardas1687        Pavarde1687                     7.08            7.00
Vardas1834        Pavarde1834                     7.08            6.60
Vardas1996        Pavarde1996                     7.08            7.00
Vardas2310        Pavarde2310                     7.08            7.00
Vardas2396        Pavarde2396                     7.08            7.00
Vardas2459        Pavarde2459                     7.08            7.00
Vardas2566        Pavarde2566                     7.08            7.80
Vardas2615        Pavarde2615                     7.08            7.40
Vardas288         Pavarde288                      7.08            7.00
Vardas307         Pavarde307                      7.08            7.00
Vardas3205        Pavarde3205                     7.08            7.40
Vardas3612        Pavarde3612                     7.08            7.00
Vardas3849        Pavarde3849                     7.08            5.80
Vardas3890        Pavarde3890                     7.08            7.00
Vardas3956        Pavarde3956                     7.08            6.20
Vardas4003        Pavarde4003                     7.08            6.60
Vardas4052        Pavarde4052                     7.08            7.00
Vardas4093        Pavarde4093                     7.08            7.40
Vardas4102        Pavarde4102                     7.08            7.80
Vardas4194        Pavarde4194                     7.08            7.00
Vardas4370        Pavarde4370                     7.08            6.20
Vardas4406        Pavarde4406                     7.08            7.40
Vardas4464        Pavarde4464                     7.08            7.40
Vardas4556        Pavarde4556                     7.08            6.60
Vardas4580        Pavarde4580                     7.08            7.40
Vardas4713        Pavarde4713                     7.08            6.20
Vardas497         Pavarde497                      7.08            7.40
Vardas512         Pavarde512                      7.08            7.40
Vardas5229        Pavarde5229                     7.08            7.00
Vardas552         Pavarde552                      7.08            7.00
Vardas5560        Pavarde5560                     7.08            7.00
Vardas6330        Pavarde6330                     7.08            7.00
Vardas637         Pavarde637                      7.08            7.40
Vardas6596        Pavarde6596                     7.08            7.00
Vardas6714        Pavarde6714                     7.08            6.60
Vardas6914        Pavarde6914                     7.08            7.40
Vardas6915        Pavarde6915                     7.08            7.00
Vardas6963        Pavarde6963                     7.08            6.20
Vardas7062        Pavarde7062                     7.08            6.20
Vardas7099        Pavarde7099                     7.08            7.00
Vardas7293        Pavarde7293                     7.08            7.40
Vardas7575        Pavarde7575                     7.08            6.20
Vardas7804        Pavarde7804                     7.08            6.20
Vardas7960        Pavarde7960                     7.08            7.40
Vardas8070        Pavarde8070                     7.08            7.40
Vardas8116        Pavarde8116                     7.08            7.00
Vardas8293        Pavarde8293                     7.08            6.20
Vardas8335        Pavarde8335                     7.08            6.60
Vardas8367        Pavarde8367                     7.08            7.40
Vardas8737        Pavarde8737                     7.08            7.40
Vardas9086        Pavarde9086                     7.08            7.00
Vardas912         Pavarde912                      7.08            7.80
Vardas916         Pavarde916                      7.08            7.00
Vardas9235        Pavarde9235                     7.08            7.00
Vardas9236        Pavarde9236                     7.08            7.40
Vardas9396        Pavarde9396                     7.08            7.00
Vardas9404        Pavarde9404                     7.08            6.60
Vardas9441        Pavarde9441                     7.08            7.00
Vardas9520        Pavarde9520                     7.08            7.80
Vardas9718        Pavarde9718                     7.08            6.20
Vardas9792        Pavarde9792                     7.08            7.40
Vardas1151        Pavarde1151                     7.12            6.40
Vardas1225        Pavarde1225                     7.12            7.20
Vardas1229        Pavarde1229                     7.12            6.80
Vardas1347        Pavarde1347                     7.12            7.60
Vardas1418        Pavarde1418                     7.12            6.40
Vardas1567        Pavarde1567                     7.12            7.60
Vardas1596        Pavarde1596                     7.12            7.20
Vardas1653        Pavarde1653                     7.12            6.80
Vardas1696        Pavarde1696                     7.12            7.60
Vardas190         Pavarde190                      7.12            7.20
Vardas2012        Pavarde2012                     7.12            6.40
Vardas2287        Pavarde2287                     7.12            6.80
Vardas2551        Pavarde2551                     7.12            6.80
Vardas2567        Pavarde2567                     7.12            7.60
Vardas2721        Pavarde2721                     7.12            8.00
Vardas2919        Pavarde2919                     7.12            7.20
Vardas3168        Pavarde3168                     7.12            6.80
Vardas3216        Pavarde3216                     7.12            8.00
Vardas329         Pavarde329                      7.12            8.00
Vardas3429        Pavarde3429                     7.12            7.20
Vardas3542        Pavarde3542                     7.12            6.80
Vardas3772        Pavarde3772                     7.12            7.20
Vardas4277        Pavarde4277                     7.12            6.80
Vardas4359        Pavarde4359                     7.12            7.20
Vardas4491        Pavarde4491                     7.12            7.60
Vardas4509        Pavarde4509                     7.12            6.80
Vardas4606        Pavarde4606                     7.12            7.20
Vardas4668        Pavarde4668                     7.12            7.20
Vardas483         Pavarde483                      7.12            7.20
Vardas5435        Pavarde5435                     7.12            7.20
Vardas5809        Pavarde5809                     7.12            7.60
Vardas5842        Pavarde5842                     7.12            7.60
Vardas5898        Pavarde5898                     7.12            7.60
Vardas6118        Pavarde6118                     7.12            6.80
Vardas6123        Pavarde6123                     7.12            7.20
Vardas6522        Pavarde6522                     7.12            7.20
Vardas6732        Pavarde6732                     7.12            8.00
Vardas6793        Pavarde6793                     7.12            6.80
Vardas6809        Pavarde6809                     7.12            6.80
Vardas6959        Pavarde6959                     7.12            6.00
Vardas7294        Pavarde7294                     7.12            6.80
Vardas739         Pavarde739                      7.12            7.20
Vardas7512        Pavarde7512                     7.12            6.80
Vardas7613        Pavarde7613                     7.12            7.20
Vardas7872        Pavarde7872                     7.12            6.80
Vardas8215        Pavarde8215                     7.12            7.60
Vardas8451        Pavarde8451                     7.12            6.80
Vardas8497        Pavarde8497                     7.12            7.20
Vardas8526        Pavarde8526                     7.12            6.80
Vardas8717        Pavarde8717                     7.12            7.20
Vardas8832        Pavarde8832                     7.12            6.80
Vardas8900        Pavarde8900                     7.12            7.60
Vardas8990        Pavarde8990                     7.12            7.20
Vardas9197        Pavarde9197                     7.12            7.60
Vardas9202        Pavarde9202                     7.12            8.00
Vardas9664        Pavarde9664                     7.12            6.40
Vardas971         Pavarde971                      7.12            7.60
Vardas9749        Pavarde9749                     7.12            7.20
Vardas9885        Pavarde9885                     7.12            7.20
Vardas9972        Pavarde9972                     7.12            7.20
Vardas106         Pavarde106                      7.12            7.20
Vardas119         Pavarde119                      7.12            7.20
Vardas4326        Pavarde4326                     7.12            6.80
Vardas4830        Pavarde4830                     7.12            6.80
Vardas5434        Pavarde5434                     7.12            6.80
Vardas5720        Pavarde5720                     7.12            6.80
Vardas6293        Pavarde6293                     7.12            7.20
Vardas7778        Pavarde7778                     7.12            7.60
Vardas9020        Pavarde9020                     7.12            7.20
Vardas9031        Pavarde9031                     7.12            7.20
Vardas1148        Pavarde1148                     7.16            7.40
Vardas12          Pavarde12                       7.16            7.40
Vardas139         Pavarde139                      7.16            7.00
Vardas1502        Pavarde1502                     7.16            7.40
Vardas1577        Pavarde1577                     7.16            7.00
Vardas188         Pavarde188                      7.16            7.80
Vardas1925        Pavarde1925                     7.16            7.40
Vardas1972        Pavarde1972                     7.16            7.40
Vardas2121        Pavarde2121                     7.16            6.60
Vardas2271        Pavarde2271                     7.16            7.40
Vardas234         Pavarde234                      7.16            7.00
Vardas2716        Pavarde2716                     7.16            7.00
Vardas3098        Pavarde3098                     7.16            7.40
Vardas3167        Pavarde3167                     7.16            7.40
Vardas3201        Pavarde3201                     7.16            7.80
Vardas3204        Pavarde3204                     7.16            7.40
Vardas3217        Pavarde3217                     7.16            7.00
Vardas3235        Pavarde3235                     7.16            7.00
Vardas3357        Pavarde3357                     7.16            7.00
Vardas3379        Pavarde3379                     7.16            7.00
Vardas3421        Pavarde3421                     7.16            7.40
Vardas3669        Pavarde3669                     7.16            7.00
Vardas4032        Pavarde4032                     7.16            6.60
Vardas4064        Pavarde4064                     7.16            6.60
Vardas4078        Pavarde4078                     7.16            7.00
Vardas4676        Pavarde4676                     7.16            7.00
Vardas482         Pavarde482                      7.16            7.00
Vardas4926        Pavarde4926                     7.16            7.00
Vardas4967        Pavarde4967                     7.16            7.00
Vardas5616        Pavarde5616                     7.16            7.00
Vardas5690        Pavarde5690                     7.16            7.00
Vardas5711        Pavarde5711                     7.16            6.60
Vardas5745        Pavarde5745                     7.16            7.40
Vardas6156        Pavarde6156                     7.16            7.40
Vardas6158        Pavarde6158                     7.16            7.00
Vardas6422        Pavarde6422                     7.16            7.80
Vardas6467        Pavarde6467                     7.16            7.80
Vardas6479        Pavarde6479                     7.16            7.40
Vardas6512        Pavarde6512                     7.16            6.20
Vardas6679        Pavarde6679                     7.16            6.60
Vardas6757        Pavarde6757                     7.16            6.60
Vardas696         Pavarde696                      7.16            7.40
Vardas7177        Pavarde7177                     7.16            6.60
Vardas7322        Pavarde7322                     7.16            7.40
Vardas7398        Pavarde7398                     7.16            7.80
Vardas7505        Pavarde7505                     7.16            7.40
Vardas7673        Pavarde7673                     7.16            7.40
Vardas7756        Pavarde7756                     7.16            7.80
Vardas7784        Pavarde7784                     7.16            7.00
Vardas7802        Pavarde7802                     7.16            7.00
Vardas8100        Pavarde8100                     7.16            7.00
Vardas8462        Pavarde8462                     7.16            7.00
Vardas8593        Pavarde8593                     7.16            6.60
Vardas8699        Pavarde8699                     7.16            7.40
Vardas8837        Pavarde8837                     7.16            7.00
Vardas903         Pavarde903                      7.16            7.80
Vardas9330        Pavarde9330                     7.16            7.40
Vardas9588        Pavarde9588                     7.16            7.00
Vardas9690        Pavarde9690                     7.16            7.00
Vardas9886        Pavarde9886                     7.16            7.00
Vardas94          Pavarde94                       7.20            7.60
Vardas1133        Pavarde1133                     7.20            6.80
Vardas1227        Pavarde1227                     7.20            7.60
Vardas1235        Pavarde1235                     7.20            7.20
Vardas1285        Pavarde1285                     7.20            7.20
Vardas1286        Pavarde1286                     7.20            7.60
Vardas1586        Pavarde1586                     7.20            7.20
Vardas1670        Pavarde1670                     7.20            8.00
Vardas1713        Pavarde1713                     7.20            7.20
Vardas2129        Pavarde2129                     7.20            7.20
Vardas2266        Pavarde2266                     7.20            7.20
Vardas233         Pavarde233                      7.20            6.80
Vardas2352        Pavarde2352                     7.20            7.20
Vardas2397        Pavarde2397                     7.20            6.80
Vardas2601        Pavarde2601                     7.20            7.20
Vardas2952        Pavarde2952                     7.20            7.20
Vardas2981        Pavarde2981                     7.20            6.80
Vardas3367        Pavarde3367                     7.20            7.20
Vardas3504        Pavarde3504                     7.20            7.60
Vardas362         Pavarde362                      7.20            7.20
Vardas3664        Pavarde3664                     7.20            7.20
Vardas3878        Pavarde3878                     7.20            6.80
