Name              Surname                   Final(Avg)      Final(Med)
Vardas3299        Pavarde3299                     3.88            3.40
Vardas3642        Pavarde3642                     3.88            3.80
Vardas3747        Pavarde3747                     3.88            3.80
Vardas3834        Pavarde3834                     3.88            4.20
Vardas3847        Pavarde3847                     3.88            3.80
Vardas3903        Pavarde3903                     3.88            4.60
Vardas4073        Pavarde4073                     3.88            4.60
Vardas409         Pavarde409                      3.88            3.80
Vardas4191        Pavarde4191                     3.88            3.80
Vardas4202        Pavarde4202                     3.88            3.80
Vardas432         Pavarde432                      3.88            3.80
Vardas4518        Pavarde4518                     3.88            3.80
Vardas4775        Pavarde4775                     3.88            4.20
Vardas4849        Pavarde4849                     3.88            3.00
Vardas4991        Pavarde4991                     3.88            4.20
Vardas5106        Pavarde5106                     3.88            3.40
Vardas5171        Pavarde5171                     3.88            3.80
Vardas522         Pavarde522                      3.88            3.80
Vardas5232        Pavarde5232                     3.88            4.60
Vardas5288        Pavarde5288                     3.88            4.20
Vardas5402        Pavarde5402                     3.88            4.20
Vardas5639        Pavarde5639                     3.88            3.80
Vardas5735        Pavarde5735                     3.88            3.40
Vardas574         Pavarde574                      3.88            4.20
Vardas5833        Pavarde5833                     3.88            3.80
Vardas6255        Pavarde6255                     3.88            4.20
Vardas6406        Pavarde6406                     3.88            4.20
Vardas6419        Pavarde6419                     3.88            3.80
Vardas6509        Pavarde6509                     3.88            3.80
Vardas6533        Pavarde6533                     3.88            3.80
Vardas6608        Pavarde6608                     3.88            3.80
Vardas6793        Pavarde6793                     3.88            3.40
Vardas7019        Pavarde7019                     3.88            3.80
Vardas7084        Pavarde7084                     3.88            4.60
Vardas7188        Pavarde7188                     3.88            3.80
Vardas7263        Pavarde7263                     3.88            4.60
Vardas7302        Pavarde7302                     3.88            4.20
Vardas7647        Pavarde7647                     3.88            3.40
Vardas7922        Pavarde7922                     3.88            3.40
Vardas7988        Pavarde7988                     3.88            3.80
Vardas8180        Pavarde8180                     3.88            4.20
Vardas835         Pavarde835                      3.88            3.40
Vardas8362        Pavarde8362                     3.88            4.20
Vardas8373        Pavarde8373                     3.88            4.60
Vardas8703        Pavarde8703                     3.88            4.20
Vardas8884        Pavarde8884                     3.88            3.80
Vardas9063        Pavarde9063                     3.88            4.20
Vardas9067        Pavarde9067                     3.88            3.40
Vardas9103        Pavarde9103                     3.88            4.20
Vardas9177        Pavarde9177                     3.88            3.80
Vardas926         Pavarde926                      3.88            3.80
Vardas9370        Pavarde9370                     3.88            4.20
Vardas9493        Pavarde9493                     3.88            3.40
Vardas9559        Pavarde9559                     3.88            3.80
Vardas9578        Pavarde9578                     3.88            4.60
Vardas9847        Pavarde9847                     3.88            3.80
Vardas1063        Pavarde1063                     3.92            4.00
Vardas1262        Pavarde1262                     3.92            4.40
Vardas1458        Pavarde1458                     3.92            3.60
Vardas1493        Pavarde1493                     3.92            4.00
Vardas1547        Pavarde1547                     3.92            4.40
Vardas1622        Pavarde1622                     3.92            4.40
Vardas1876        Pavarde1876                     3.92            4.80
Vardas2011        Pavarde2011                     3.92            3.60
Vardas2147        Pavarde2147                     3.92            3.60
Vardas2184        Pavarde2184                     3.92            4.00
Vardas222         Pavarde222                      3.92            3.60
Vardas2234        Pavarde2234                     3.92            4.00
Vardas2349        Pavarde2349                     3.92            4.00
Vardas2718        Pavarde2718                     3.92            4.40
Vardas2763        Pavarde2763                     3.92            3.20
Vardas3164        Pavarde3164                     3.92            3.20
Vardas3225        Pavarde3225                     3.92            4.00
Vardas3328        Pavarde3328                     3.92            4.00
Vardas3365        Pavarde3365                     3.92            4.00
Vardas347         Pavarde347                      3.92            4.00
Vardas3525        Pavarde3525                     3.92            4.40
Vardas3561        Pavarde3561                     3.92            3.60
Vardas371         Pavarde371                      3.92            4.40
Vardas3901        Pavarde3901                     3.92            3.60
Vardas3963        Pavarde3963                     3.92            4.00
Vardas4195        Pavarde4195                     3.92            4.00
Vardas4274        Pavarde4274                     3.92            4.40
Vardas4309        Pavarde4309                     3.92            4.00
Vardas460         Pavarde460                      3.92            4.00
Vardas4945        Pavarde4945                     3.92            4.00
Vardas5224        Pavarde5224                     3.92            4.40
Vardas5247        Pavarde5247                     3.92            4.00
Vardas5286        Pavarde5286                     3.92            3.20
Vardas5350        Pavarde5350                     3.92            4.00
Vardas5711        Pavarde5711                     3.92            4.00
Vardas5773        Pavarde5773                     3.92            4.00
Vardas5879        Pavarde5879                     3.92            3.20
Vardas600         Pavarde600                      3.92            4.40
Vardas6155        Pavarde6155                     3.92            4.40
Vardas6175        Pavarde6175                     3.92            4.40
Vardas6269        Pavarde6269                     3.92            4.40
Vardas6289        Pavarde6289                     3.92            4.40
Vardas6350        Pavarde6350                     3.92            4.00
Vardas6576        Pavarde6576                     3.92            3.60
Vardas6762        Pavarde6762                     3.92            4.40
Vardas6833        Pavarde6833                     3.92            4.00
Vardas7042        Pavarde7042                     3.92            3.20
Vardas7145        Pavarde7145                     3.92            3.20
Vardas7195        Pavarde7195                     3.92            4.40
Vardas7481        Pavarde7481                     3.92            3.60
Vardas7541        Pavarde7541                     3.92            3.60
Vardas7642        Pavarde7642                     3.92            4.40
Vardas773         Pavarde773                      3.92            3.60
Vardas7780        Pavarde7780                     3.92            4.00
Vardas7829        Pavarde7829                     3.92            4.00
Vardas7879        Pavarde7879                     3.92            4.00
Vardas7944        Pavarde7944                     3.92            4.00
Vardas827         Pavarde827                      3.92            4.40
Vardas8324        Pavarde8324                     3.92            4.00
Vardas8403        Pavarde8403                     3.92            4.40
Vardas8497        Pavarde8497                     3.92            4.00
Vardas8553        Pavarde8553                     3.92            4.00
Vardas8820        Pavarde8820                     3.92            3.20
Vardas8961        Pavarde8961                     3.92            4.40
Vardas8994        Pavarde8994                     3.92            4.40
Vardas9412        Pavarde9412                     3.92            3.60
Vardas9453        Pavarde9453                     3.92            3.20
Vardas9602        Pavarde9602                     3.92            3.20
Vardas108         Pavarde108                      3.96            3.80
Vardas1084        Pavarde1084                     3.96            4.60
Vardas1176        Pavarde1176                     3.96            3.80
Vardas1182        Pavarde1182                     3.96            4.60
Vardas1236        Pavarde1236                     3.96            4.20
Vardas1289        Pavarde1289                     3.96            3.40
Vardas1306        Pavarde1306                     3.96            4.20
Vardas1447        Pavarde1447                     3.96            3.00
Vardas1546        Pavarde1546                     3.96            4.60
Vardas2013        Pavarde2013                     3.96            3.80
Vardas2056        Pavarde2056                     3.96            4.60
Vardas2086        Pavarde2086                     3.96            4.20
Vardas2180        Pavarde2180                     3.96            3.40
Vardas2295        Pavarde2295                     3.96            3.80
Vardas2409        Pavarde2409                     3.96            3.80
Vardas2554        Pavarde2554                     3.96            4.20
Vardas2572        Pavarde2572                     3.96            4.60
Vardas2619        Pavarde2619                     3.96            3.80
Vardas2745        Pavarde2745                     3.96            4.20
Vardas2947        Pavarde2947                     3.96            4.20
Vardas3184        Pavarde3184                     3.96            4.20
Vardas3210        Pavarde3210                     3.96            3.40
Vardas3312        Pavarde3312                     3.96            3.80
Vardas3465        Pavarde3465                     3.96            4.20
Vardas3482        Pavarde3482                     3.96            4.60
Vardas3605        Pavarde3605                     3.96            3.40
Vardas3754        Pavarde3754                     3.96            4.20
Vardas3924        Pavarde3924                     3.96            3.80
Vardas3967        Pavarde3967                     3.96            4.20
Vardas4027        Pavarde4027                     3.96            3.80
Vardas4287        Pavarde4287                     3.96            3.80
Vardas4509        Pavarde4509                     3.96            4.20
Vardas4663        Pavarde4663                     3.96            4.20
Vardas5040        Pavarde5040                     3.96            3.40
Vardas5057        Pavarde5057                     3.96            3.40
Vardas5157        Pavarde5157                     3.96            4.60
Vardas5220        Pavarde5220                     3.96            3.40
Vardas523         Pavarde523                      3.96            4.20
Vardas5368        Pavarde5368                     3.96            3.80
Vardas5560        Pavarde5560                     3.96            3.80
Vardas5668        Pavarde5668                     3.96            4.20
Vardas5725        Pavarde5725                     3.96            4.20
Vardas5826        Pavarde5826                     3.96            4.60
Vardas6015        Pavarde6015                     3.96            4.20
Vardas6199        Pavarde6199                     3.96            4.20
Vardas6909        Pavarde6909                     3.96            4.20
Vardas6987        Pavarde6987                     3.96            3.40
Vardas7140        Pavarde7140                     3.96            4.20
Vardas719         Pavarde719                      3.96            3.80
Vardas7435        Pavarde7435                     3.96            4.60
Vardas7487        Pavarde7487                     3.96            3.40
Vardas754         Pavarde754                      3.96            3.80
Vardas7613        Pavarde7613                     3.96            3.80
Vardas7616        Pavarde7616                     3.96            3.80
Vardas777         Pavarde777                      3.96            3.40
Vardas7840        Pavarde7840                     3.96            4.20
Vardas7900        Pavarde7900                     3.96            3.80
Vardas7921        Pavarde7921                     3.96            3.80
Vardas804         Pavarde804                      3.96            4.20
Vardas8076        Pavarde8076                     3.96            4.20
Vardas8495        Pavarde8495                     3.96            3.80
Vardas8545        Pavarde8545                     3.96            4.20
Vardas905         Pavarde905                      3.96            4.20
Vardas9203        Pavarde9203                     3.96            4.60
Vardas9234        Pavarde9234                     3.96            4.60
Vardas9708        Pavarde9708                     3.96            3.80
Vardas9871        Pavarde9871                     3.96            3.40
Vardas1711        Pavarde1711                     3.96            3.80
Vardas2933        Pavarde2933                     3.96            4.20
Vardas3890        Pavarde3890                     3.96            3.80
Vardas4294        Pavarde4294                     3.96            4.20
Vardas5714        Pavarde5714                     3.96            4.60
Vardas1106        Pavarde1106                     4.00            4.00
Vardas1244        Pavarde1244                     4.00            4.00
Vardas1316        Pavarde1316                     4.00            3.60
Vardas1395        Pavarde1395                     4.00            4.40
Vardas1455        Pavarde1455                     4.00            3.60
Vardas1509        Pavarde1509                     4.00            3.60
Vardas1950        Pavarde1950                     4.00            4.40
Vardas2068        Pavarde2068                     4.00            3.60
Vardas2568        Pavarde2568                     4.00            4.40
Vardas2944        Pavarde2944                     4.00            5.20
Vardas3076        Pavarde3076                     4.00            4.00
Vardas3186        Pavarde3186                     4.00            4.00
Vardas3393        Pavarde3393                     4.00            4.80
Vardas340         Pavarde340                      4.00            4.00
Vardas3723        Pavarde3723                     4.00            4.00
Vardas4051        Pavarde4051                     4.00            4.40
Vardas444         Pavarde444                      4.00            4.00
Vardas4809        Pavarde4809                     4.00            4.00
Vardas4862        Pavarde4862                     4.00            4.80
Vardas5185        Pavarde5185                     4.00            3.60
Vardas5665        Pavarde5665                     4.00            4.00
Vardas592         Pavarde592                      4.00            4.00
Vardas5943        Pavarde5943                     4.00            4.00
Vardas6035        Pavarde6035                     4.00            3.20
Vardas6079        Pavarde6079                     4.00            3.20
Vardas6191        Pavarde6191                     4.00            3.60
Vardas6260        Pavarde6260                     4.00            3.60
Vardas6291        Pavarde6291                     4.00            4.00
Vardas6466        Pavarde6466                     4.00            4.40
Vardas6583        Pavarde6583                     4.00            4.00
Vardas6623        Pavarde6623                     4.00            4.40
Vardas6792        Pavarde6792                     4.00            3.20
Vardas69          Pavarde69                       4.00            3.60
Vardas7106        Pavarde7106                     4.00            4.00
Vardas7113        Pavarde7113                     4.00            4.00
Vardas7176        Pavarde7176                     4.00            4.80
Vardas7438        Pavarde7438                     4.00            4.40
Vardas7463        Pavarde7463                     4.00            3.60
Vardas7640        Pavarde7640                     4.00            4.00
Vardas7663        Pavarde7663                     4.00            4.40
Vardas7755        Pavarde7755                     4.00            4.00
Vardas7847        Pavarde7847                     4.00            4.40
Vardas7939        Pavarde7939                     4.00            4.00
Vardas8225        Pavarde8225                     4.00            4.00
Vardas8556        Pavarde8556                     4.00            3.60
Vardas8632        Pavarde8632                     4.00            3.60
Vardas8698        Pavarde8698                     4.00            4.40
Vardas8738        Pavarde8738                     4.00            4.40
Vardas8810        Pavarde8810                     4.00            4.40
Vardas9000        Pavarde9000                     4.00            4.00
Vardas929         Pavarde929                      4.00            3.60
Vardas9348        Pavarde9348                     4.00            3.60
Vardas9414        Pavarde9414                     4.00            4.40
Vardas9686        Pavarde9686                     4.00            4.00
Vardas9779        Pavarde9779                     4.00            4.00
Vardas9784        Pavarde9784                     4.00            4.00
Vardas1006        Pavarde1006                     4.04            4.60
Vardas1061        Pavarde1061                     4.04            3.80
Vardas1112        Pavarde1112                     4.04            4.20
Vardas139         Pavarde139                      4.04            4.20
Vardas1465        Pavarde1465                     4.04            4.20
Vardas1691        Pavarde1691                     4.04            4.60
Vardas1995        Pavarde1995                     4.04            3.80
Vardas2187        Pavarde2187                     4.04            4.20
Vardas2207        Pavarde2207                     4.04            4.60
Vardas2226        Pavarde2226                     4.04            4.20
Vardas2239        Pavarde2239                     4.04            4.20
Vardas2305        Pavarde2305                     4.04            3.40
Vardas2689        Pavarde2689                     4.04            3.80
Vardas2775        Pavarde2775                     4.04            3.80
Vardas2961        Pavarde2961                     4.04            3.80
Vardas300         Pavarde300                      4.04            4.20
Vardas3248        Pavarde3248                     4.04            4.60
Vardas334         Pavarde334                      4.04            4.20
Vardas4062        Pavarde4062                     4.04            4.20
Vardas4672        Pavarde4672                     4.04            4.20
Vardas4684        Pavarde4684                     4.04            4.20
Vardas5637        Pavarde5637                     4.04            3.40
Vardas5876        Pavarde5876                     4.04            3.80
Vardas6030        Pavarde6030                     4.04            3.80
Vardas6034        Pavarde6034                     4.04            4.20
Vardas6156        Pavarde6156                     4.04            4.20
Vardas6283        Pavarde6283                     4.04            4.20
Vardas6294        Pavarde6294                     4.04            4.60
Vardas644         Pavarde644                      4.04            4.20
Vardas6728        Pavarde6728                     4.04            4.60
Vardas6896        Pavarde6896                     4.04            4.20
Vardas7424        Pavarde7424                     4.04            3.40
Vardas7433        Pavarde7433                     4.04            3.80
Vardas7708        Pavarde7708                     4.04            4.60
Vardas7711        Pavarde7711                     4.04            3.80
Vardas7942        Pavarde7942                     4.04            3.40
Vardas7992        Pavarde7992                     4.04            3.80
Vardas8346        Pavarde8346                     4.04            4.60
Vardas8649        Pavarde8649                     4.04            3.80
Vardas9368        Pavarde9368                     4.04            3.80
Vardas9762        Pavarde9762                     4.04            3.40
Vardas9840        Pavarde9840                     4.04            4.60
Vardas1361        Pavarde1361                     4.04            3.80
Vardas4732        Pavarde4732                     4.04            4.20
Vardas5090        Pavarde5090                     4.04            3.80
Vardas5558        Pavarde5558                     4.04            3.40
Vardas7752        Pavarde7752                     4.04            3.80
Vardas8192        Pavarde8192                     4.04            4.20
Vardas8557        Pavarde8557                     4.04            3.80
Vardas9963        Pavarde9963                     4.04            3.80
Vardas1003        Pavarde1003                     4.08            4.40
Vardas1153        Pavarde1153                     4.08            3.60
Vardas1184        Pavarde1184                     4.08            4.00
Vardas1216        Pavarde1216                     4.08            4.00
Vardas1253        Pavarde1253                     4.08            4.80
Vardas1328        Pavarde1328                     4.08            4.00
Vardas1382        Pavarde1382                     4.08            3.60
Vardas1388        Pavarde1388                     4.08            4.00
Vardas1723        Pavarde1723                     4.08            4.00
Vardas1774        Pavarde1774                     4.08            4.40
Vardas1823        Pavarde1823                     4.08            4.00
Vardas2053        Pavarde2053                     4.08            3.60
Vardas2109        Pavarde2109                     4.08            4.00
Vardas2327        Pavarde2327                     4.08            4.00
Vardas2373        Pavarde2373                     4.08            4.40
Vardas2381        Pavarde2381                     4.08            3.20
Vardas2479        Pavarde2479                     4.08            4.00
Vardas26          Pavarde26                       4.08            3.60
Vardas2607        Pavarde2607                     4.08            4.00
Vardas2750        Pavarde2750                     4.08            4.40
Vardas2769        Pavarde2769                     4.08            4.80
Vardas280         Pavarde280                      4.08            4.00
Vardas3395        Pavarde3395                     4.08            4.00
Vardas351         Pavarde351                      4.08            4.00
Vardas3549        Pavarde3549                     4.08            4.00
Vardas3580        Pavarde3580                     4.08            4.00
Vardas3771        Pavarde3771                     4.08            4.00
Vardas3774        Pavarde3774                     4.08            4.00
Vardas4092        Pavarde4092                     4.08            4.00
Vardas4109        Pavarde4109                     4.08            4.00
Vardas4250        Pavarde4250                     4.08            3.60
Vardas4255        Pavarde4255                     4.08            3.60
Vardas4318        Pavarde4318                     4.08            3.60
Vardas4340        Pavarde4340                     4.08            4.00
Vardas4389        Pavarde4389                     4.08            3.60
Vardas4694        Pavarde4694                     4.08            4.80
Vardas4710        Pavarde4710                     4.08            4.40
Vardas4883        Pavarde4883                     4.08            4.40
Vardas4914        Pavarde4914                     4.08            4.00
Vardas5050        Pavarde5050                     4.08            4.00
Vardas5289        Pavarde5289                     4.08            4.00
Vardas5455        Pavarde5455                     4.08            4.00
Vardas5630        Pavarde5630                     4.08            4.00
Vardas5659        Pavarde5659                     4.08            4.00
Vardas575         Pavarde575                      4.08            4.40
Vardas5770        Pavarde5770                     4.08            4.40
Vardas5797        Pavarde5797                     4.08            4.00
Vardas5825        Pavarde5825                     4.08            4.80
Vardas6031        Pavarde6031                     4.08            4.00
Vardas612         Pavarde612                      4.08            4.80
Vardas6213        Pavarde6213                     4.08            4.00
Vardas6236        Pavarde6236                     4.08            4.00
Vardas6612        Pavarde6612                     4.08            4.80
Vardas6651        Pavarde6651                     4.08            4.00
Vardas6734        Pavarde6734                     4.08            3.60
Vardas6758        Pavarde6758                     4.08            4.40
Vardas6993        Pavarde6993                     4.08            4.40
Vardas7371        Pavarde7371                     4.08            4.00
Vardas765         Pavarde765                      4.08            3.20
Vardas7783        Pavarde7783                     4.08            4.00
Vardas7803        Pavarde7803                     4.08            4.00
Vardas7848        Pavarde7848                     4.08            4.00
Vardas8112        Pavarde8112                     4.08            4.40
Vardas9011        Pavarde9011                     4.08            4.00
Vardas9305        Pavarde9305                     4.08            4.00
Vardas9446        Pavarde9446                     4.08            3.60
Vardas9560        Pavarde9560                     4.08            4.40
Vardas9706        Pavarde9706                     4.08            4.80
Vardas9710        Pavarde9710                     4.08            4.00
Vardas9775        Pavarde9775                     4.08            4.00
Vardas9796        Pavarde9796                     4.08            3.60
Vardas9801        Pavarde9801                     4.08            4.00
Vardas9921        Pavarde9921                     4.08            4.00
Vardas1403        Pavarde1403                     4.12            4.60
Vardas1612        Pavarde1612                     4.12            3.80
Vardas1782        Pavarde1782                     4.12            3.80
Vardas1873        Pavarde1873                     4.12            3.80
Vardas1889        Pavarde1889                     4.12            3.80
Vardas2117        Pavarde2117                     4.12            4.20
Vardas2460        Pavarde2460                     4.12            5.00
Vardas2493        Pavarde2493                     4.12            4.20
Vardas25          Pavarde25                       4.12            3.80
Vardas2741        Pavarde2741                     4.12            4.60
Vardas277         Pavarde277                      4.12            3.40
Vardas2828        Pavarde2828                     4.12            4.20
Vardas2962        Pavarde2962                     4.12            4.60
Vardas3072        Pavarde3072                     4.12            4.20
Vardas3092        Pavarde3092                     4.12            3.80
Vardas3168        Pavarde3168                     4.12            3.80
Vardas3298        Pavarde3298                     4.12            4.20
Vardas3504        Pavarde3504                     4.12            4.60
Vardas3546        Pavarde3546                     4.12            4.20
Vardas3644        Pavarde3644                     4.12            4.20
Vardas3827        Pavarde3827                     4.12            3.80
Vardas3878        Pavarde3878                     4.12            3.40
Vardas4208        Pavarde4208                     4.12            3.40
Vardas4323        Pavarde4323                     4.12            3.80
Vardas4458        Pavarde4458                     4.12            3.80
Vardas4772        Pavarde4772                     4.12            4.20
Vardas4804        Pavarde4804                     4.12            5.00
Vardas4858        Pavarde4858                     4.12            4.20
Vardas4942        Pavarde4942                     4.12            3.80
Vardas5162        Pavarde5162                     4.12            4.60
Vardas5509        Pavarde5509                     4.12            4.60
Vardas5792        Pavarde5792                     4.12            3.80
Vardas6136        Pavarde6136                     4.12            3.80
Vardas6333        Pavarde6333                     4.12            3.80
Vardas6391        Pavarde6391                     4.12            4.20
Vardas6411        Pavarde6411                     4.12            4.20
Vardas6510        Pavarde6510                     4.12            4.20
Vardas6680        Pavarde6680                     4.12            4.20
Vardas6935        Pavarde6935                     4.12            3.80
Vardas7045        Pavarde7045                     4.12            3.80
Vardas7095        Pavarde7095                     4.12            4.60
Vardas7119        Pavarde7119                     4.12            4.20
Vardas7219        Pavarde7219                     4.12            4.60
Vardas7275        Pavarde7275                     4.12            4.20
Vardas7335        Pavarde7335                     4.12            3.80
Vardas7494        Pavarde7494                     4.12            3.80
Vardas7703        Pavarde7703                     4.12            5.00
Vardas7888        Pavarde7888                     4.12            3.80
Vardas8103        Pavarde8103                     4.12            4.20
Vardas8135        Pavarde8135                     4.12            4.20
Vardas8186        Pavarde8186                     4.12            4.20
Vardas8299        Pavarde8299                     4.12            3.40
Vardas8855        Pavarde8855                     4.12            3.80
Vardas8892        Pavarde8892                     4.12            4.60
Vardas8995        Pavarde8995                     4.12            3.80
Vardas9574        Pavarde9574                     4.12            3.80
Vardas9687        Pavarde9687                     4.12            4.20
Vardas1115        Pavarde1115                     4.12            3.80
Vardas1769        Pavarde1769                     4.12            3.40
Vardas3444        Pavarde3444                     4.12            3.80
Vardas3684        Pavarde3684                     4.12            3.80
Vardas6036        Pavarde6036                     4.12            3.80
Vardas6504        Pavarde6504                     4.12            4.20
Vardas7069        Pavarde7069                     4.12            3.40
Vardas1043        Pavarde1043                     4.16            4.80
Vardas11          Pavarde11                       4.16            4.00
Vardas161         Pavarde161                      4.16            4.80
Vardas1717        Pavarde1717                     4.16            4.00
Vardas1859        Pavarde1859                     4.16            4.00
Vardas186         Pavarde186                      4.16            4.00
Vardas1870        Pavarde1870                     4.16            3.60
Vardas1930        Pavarde1930                     4.16            4.80
Vardas1972        Pavarde1972                     4.16            4.00
Vardas1994        Pavarde1994                     4.16            4.40
Vardas2075        Pavarde2075                     4.16            4.40
Vardas2866        Pavarde2866                     4.16            4.40
Vardas2935        Pavarde2935                     4.16            4.40
Vardas304         Pavarde304                      4.16            4.00
Vardas3133        Pavarde3133                     4.16            4.00
Vardas3222        Pavarde3222                     4.16            4.40
Vardas3341        Pavarde3341                     4.16            4.40
Vardas3471        Pavarde3471                     4.16            3.60
Vardas365         Pavarde365                      4.16            3.20
Vardas3922        Pavarde3922                     4.16            3.60
Vardas4052        Pavarde4052                     4.16            4.40
Vardas4133        Pavarde4133                     4.16            4.00
Vardas4246        Pavarde4246                     4.16            4.00
Vardas4273        Pavarde4273                     4.16            4.00
Vardas4686        Pavarde4686                     4.16            4.40
Vardas4881        Pavarde4881                     4.16            4.00
Vardas5033        Pavarde5033                     4.16            4.80
Vardas5134        Pavarde5134                     4.16            4.00
Vardas5141        Pavarde5141                     4.16            3.20
Vardas5257        Pavarde5257                     4.16            4.00
Vardas5270        Pavarde5270                     4.16            4.00
Vardas5323        Pavarde5323                     4.16            4.00
Vardas5420        Pavarde5420                     4.16            4.80
Vardas5548        Pavarde5548                     4.16            4.80
Vardas5554        Pavarde5554                     4.16            4.00
Vardas5807        Pavarde5807                     4.16            4.40
Vardas5944        Pavarde5944                     4.16            4.00
Vardas6267        Pavarde6267                     4.16            3.20
Vardas6434        Pavarde6434                     4.16            4.00
Vardas6505        Pavarde6505                     4.16            4.80
Vardas6522        Pavarde6522                     4.16            3.60
Vardas662         Pavarde662                      4.16            3.60
Vardas6626        Pavarde6626                     4.16            4.40
Vardas6738        Pavarde6738                     4.16            4.00
Vardas7274        Pavarde7274                     4.16            3.60
Vardas7411        Pavarde7411                     4.16            4.00
Vardas7596        Pavarde7596                     4.16            3.60
Vardas7699        Pavarde7699                     4.16            4.00
Vardas7743        Pavarde7743                     4.16            5.20
Vardas7782        Pavarde7782                     4.16            3.60
Vardas8048        Pavarde8048                     4.16            4.40
Vardas8087        Pavarde8087                     4.16            4.40
Vardas8144        Pavarde8144                     4.16            4.40
Vardas8218        Pavarde8218                     4.16            4.40
Vardas8321        Pavarde8321                     4.16            4.40
Vardas8358        Pavarde8358                     4.16            4.00
Vardas8494        Pavarde8494                     4.16            4.40
Vardas8688        Pavarde8688                     4.16            4.00
Vardas8728        Pavarde8728                     4.16            4.40
Vardas8841        Pavarde8841                     4.16            4.00
Vardas8926        Pavarde8926                     4.16            4.80
Vardas8954        Pavarde8954                     4.16            4.00
Vardas8980        Pavarde8980                     4.16            4.80
Vardas9043        Pavarde9043                     4.16            4.00
Vardas9084        Pavarde9084                     4.16            4.40
Vardas9109        Pavarde9109                     4.16            4.80
Vardas9318        Pavarde9318                     4.16            3.60
Vardas9688        Pavarde9688                     4.16            4.40
Vardas9776        Pavarde9776                     4.16            4.40
Vardas1064        Pavarde1064                     4.20            3.80
Vardas1154        Pavarde1154                     4.20            4.60
Vardas1241        Pavarde1241                     4.20            4.20
Vardas1677        Pavarde1677                     4.20            4.20
Vardas1750        Pavarde1750                     4.20            4.20
Vardas1908        Pavarde1908                     4.20            4.60
Vardas1977        Pavarde1977                     4.20            3.40
Vardas2095        Pavarde2095                     4.20            4.20
Vardas2151        Pavarde2151                     4.20            4.60
Vardas2176        Pavarde2176                     4.20            4.60
Vardas2386        Pavarde2386                     4.20            4.60
Vardas2649        Pavarde2649                     4.20            5.00
Vardas2720        Pavarde2720                     4.20            4.20
Vardas303         Pavarde303                      4.20            4.20
Vardas3114        Pavarde3114                     4.20            4.20
Vardas3209        Pavarde3209                     4.20            4.20
Vardas3224        Pavarde3224                     4.20            4.60
Vardas3452        Pavarde3452                     4.20            3.40
Vardas3808        Pavarde3808                     4.20            4.60
Vardas3955        Pavarde3955                     4.20            4.20
Vardas3961        Pavarde3961                     4.20            4.20
Vardas4379        Pavarde4379                     4.20            4.20
Vardas4535        Pavarde4535                     4.20            4.20
Vardas468         Pavarde468                      4.20            3.80
Vardas4748        Pavarde4748                     4.20            4.60
Vardas4810        Pavarde4810                     4.20            4.60
Vardas4934        Pavarde4934                     4.20            4.20
Vardas4963        Pavarde4963                     4.20            4.60
Vardas4992        Pavarde4992                     4.20            3.80
Vardas546         Pavarde546                      4.20            4.20
Vardas560         Pavarde560                      4.20            4.20
Vardas5756        Pavarde5756                     4.20            4.60
Vardas5885        Pavarde5885                     4.20            4.60
Vardas6176        Pavarde6176                     4.20            4.20
Vardas6188        Pavarde6188                     4.20            4.20
Vardas6226        Pavarde6226                     4.20            4.20
Vardas6241        Pavarde6241                     4.20            4.20
Vardas6279        Pavarde6279                     4.20            3.80
Vardas648         Pavarde648                      4.20            4.20
Vardas6655        Pavarde6655                     4.20            5.00
Vardas671         Pavarde671                      4.20            3.80
Vardas7059        Pavarde7059                     4.20            4.20
Vardas7193        Pavarde7193                     4.20            4.60
Vardas726         Pavarde726                      4.20            4.20
Vardas7349        Pavarde7349                     4.20            4.60
Vardas7420        Pavarde7420                     4.20            4.20
Vardas7422        Pavarde7422                     4.20            4.60
Vardas7615        Pavarde7615                     4.20            3.80
Vardas7777        Pavarde7777                     4.20            4.60
Vardas8016        Pavarde8016                     4.20            4.20
Vardas8054        Pavarde8054                     4.20            4.60
Vardas8175        Pavarde8175                     4.20            3.80
Vardas8214        Pavarde8214                     4.20            4.20
Vardas8318        Pavarde8318                     4.20            4.20
Vardas846         Pavarde846                      4.20            4.60
Vardas8513        Pavarde8513                     4.20            3.80
Vardas9071        Pavarde9071                     4.20            4.20
Vardas9141        Pavarde9141                     4.20            4.20
Vardas9442        Pavarde9442                     4.20            4.60
Vardas9856        Pavarde9856                     4.20            3.80
Vardas9887        Pavarde9887                     4.20            4.60
Vardas9945        Pavarde9945                     4.20            5.00
Vardas9992        Pavarde9992                     4.20            3.80
Vardas1015        Pavarde1015                     4.24            4.40
Vardas110         Pavarde110                      4.24            4.00
Vardas1312        Pavarde1312                     4.24            4.80
Vardas1487        Pavarde1487                     4.24            4.40
Vardas1675        Pavarde1675                     4.24            4.00
Vardas1808        Pavarde1808                     4.24            4.40
Vardas2070        Pavarde2070                     4.24            4.80
Vardas2123        Pavarde2123                     4.24            4.00
Vardas2146        Pavarde2146                     4.24            3.60
Vardas2342        Pavarde2342                     4.24            4.00
Vardas2365        Pavarde2365                     4.24            4.40
Vardas2571        Pavarde2571                     4.24            4.40
Vardas2601        Pavarde2601                     4.24            4.80
Vardas2606        Pavarde2606                     4.24            4.40
Vardas2756        Pavarde2756                     4.24            4.40
